Record Id,Note Owner ID,Note Title,Note Content,Parent ID,Created by ID,Modified by ID,Created Time,Modified Time
zcrm_1920545000001731059,zcrm_1920545000000511027,,"@Ayesha Momin since you know her personally. 
please fix a demo asap 
You canuse the reference of her meeting me at Times wellness expo in April, 2017",zcrm_1920545000000985007,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 14:10:43,2017-07-12 14:10:43
zcrm_1920545000001731063,zcrm_1920545000000511027,,"She was in ICU. 
Have spoken to her for a demo. 
She will arrange for the same and let me know",zcrm_1920545000002402051,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 14:14:37,2017-07-12 14:14:37
zcrm_1920545000001731075,zcrm_1920545000000511027,,9923014657 - Mr Anuj,zcrm_1920545000000995027,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 14:42:37,2017-07-12 14:42:37
zcrm_1920545000001731079,zcrm_1920545000000511027,,They were all third party. The main party will get in touch with me.,zcrm_1920545000000995027,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 14:44:48,2017-07-12 14:44:48
zcrm_1920545000001731083,zcrm_1920545000000511027,,call main party after few days or ask for the details of main party,zcrm_1920545000000995027,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 14:46:02,2017-07-12 14:46:02
zcrm_1920545000001731087,zcrm_1920545000000511027,,"He has been non responsive. Have sent email, text and whatsapp",zcrm_1920545000000995035,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 14:51:29,2017-07-12 14:51:29
zcrm_1920545000001731091,zcrm_1920545000000511027,,Nerul Gymkhana will not be having budget.,zcrm_1920545000001027046,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 15:17:43,2017-07-12 15:17:43
zcrm_1920545000001731095,zcrm_1920545000000511027,,@Anees  cold visit will be needed,zcrm_1920545000001054329,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 15:32:58,2017-07-12 15:32:58
zcrm_1920545000001731099,zcrm_1920545000000511027,,It will be on hold for a long time,zcrm_1920545000034240126,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 15:41:56,2017-07-12 15:41:56
zcrm_1920545000001731103,zcrm_1920545000000511027,,@Anees  this is for a resell perspective. before calling her take update from me please,zcrm_1920545000002298021,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 15:45:18,2017-07-12 15:45:18
zcrm_1920545000001731107,zcrm_1920545000000511027,,folllow up for reference leads.,zcrm_1920545000001085016,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 15:48:11,2017-07-12 15:48:11
zcrm_1920545000001731111,zcrm_1920545000000511027,,@Anees  He will be coming to our office for a demo. Just follow up with him and ask him when he will be most likely making a visit. He wants it for reselling purpose.,zcrm_1920545000001188016,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 15:49:29,2017-07-12 15:49:29
zcrm_1920545000001731115,zcrm_1920545000000511027,,"dietitan. He knows about the device. He will be placing an order in 2-4 months.
just keep following up with him 1 time every month to see if he is ready with decision",zcrm_1920545000034240126,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 15:50:25,2017-07-12 15:50:25
zcrm_1920545000001731119,zcrm_1920545000000511027,,"Needs a demo next week. 
Will try to schedule a demo for 26th july",zcrm_1920545000002557005,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 15:53:40,2017-09-12 14:25:26
zcrm_1920545000001731123,zcrm_1920545000000511027,,"spoke wth sir. 
he has requested to share te detils of our device.

Will be sharing today.",zcrm_1920545000001732219,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 18:41:11,2017-07-12 18:41:11
zcrm_1920545000001745003,zcrm_1920545000001530001,,"meeting done, they want the machine for other branches, but at lower rates, second meeting fixed on 18th july.",zcrm_1920545000001744019,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-12 18:52:59,2017-07-12 18:52:59
zcrm_1920545000001745007,zcrm_1920545000001530001,,"meeting done today, demo fixed on 18th evening.",zcrm_1920545000001744039,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-12 18:56:22,2017-07-12 18:56:22
zcrm_1920545000001745011,zcrm_1920545000001530001,,demo fixed on 19th of July.,zcrm_1920545000001737001,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-12 19:04:57,2017-07-12 19:04:57
zcrm_1920545000001753003,zcrm_1920545000001670001,,Spoke to client about her requirements. Email sent to her with InBody270 catalog. Awaiting reply.,zcrm_1920545000002692295,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-12 20:27:26,2017-07-12 20:27:26
zcrm_1920545000001753007,zcrm_1920545000001670001,,Meeting with the club manager on Monday. Need to confirm on Saturday. Possible Demo on Monday.,zcrm_1920545000000828111,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-12 21:16:03,2017-07-12 21:16:03
zcrm_1920545000001754007,zcrm_1920545000000511027,,He has new gym coming up in hyderabad,zcrm_1920545000001204119,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 21:32:34,2017-07-12 21:32:34
zcrm_1920545000001754011,zcrm_1920545000000511027,,He is interested in InBody dial,zcrm_1920545000001239001,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-12 21:39:17,2017-07-12 21:39:17
zcrm_1920545000001754019,zcrm_1920545000000511027,,She is based out of malad,zcrm_1920545000001298039,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-13 17:51:13,2017-07-13 17:51:13
zcrm_1920545000001754023,zcrm_1920545000000511027,,borivali,zcrm_1920545000001384037,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-13 18:03:02,2017-07-13 18:03:02
zcrm_1920545000001754027,zcrm_1920545000000511027,,They will have selection for sports and hockey in 22nd July.,zcrm_1920545000000642163,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-13 18:36:59,2017-07-13 18:36:59
zcrm_1920545000001754031,zcrm_1920545000000511027,,@Anees  try to follow up with him as he is living in the western suburbs and has a few leads for us,zcrm_1920545000000672001,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-13 18:41:12,2017-07-13 18:41:12
zcrm_1920545000001754035,zcrm_1920545000000511027,,He will not mind doing an event later in future. I will follow up in Oct,zcrm_1920545000001511016,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-13 18:44:23,2017-07-13 18:44:23
zcrm_1920545000001754043,zcrm_1920545000000511027,,Navya madam will be calling me,zcrm_1920545000000923073,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-13 19:57:59,2017-07-13 19:57:59
zcrm_1920545000001754047,zcrm_1920545000000511027,,"Spoke to him . 
He was initially hesitant. 
But now will buy. 
His gym is completing 1 year on 20th august. 
He wants a demo on that day and then he will be immediately placing the order in August itself.

Have sent him a mail with 270 details and he will be buying at 5.52 lac",zcrm_1920545000002093125,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-13 21:05:15,2017-07-13 21:05:15
zcrm_1920545000001758001,zcrm_1920545000001284001,zcrm_,Has fixed up a meeting for next week.,zcrm_1920545000001687057,zcrm_1920545000001284001,zcrm_1920545000001284001,2017-07-13 01:19:47,2017-07-13 01:19:47
zcrm_1920545000001764003,zcrm_1920545000001695001,,"Contacted her.
Meeting with her today at 4.30 pm.",zcrm_1920545000001763001,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-13 15:01:05,2017-07-13 15:01:16
zcrm_1920545000001764009,zcrm_1920545000001695001,,Have to follow up for meeting.,zcrm_1920545000001763011,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-13 16:22:51,2017-07-13 16:22:51
zcrm_1920545000001764013,zcrm_1920545000001695001,,unreachable.,zcrm_1920545000001763001,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-13 20:25:38,2017-07-13 20:25:38
zcrm_1920545000001764017,zcrm_1920545000001695001,,Have to mail the detail of our devices.,zcrm_1920545000001763011,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-13 20:29:12,2017-07-13 20:29:12
zcrm_1920545000001764021,zcrm_1920545000001695001,,"Did a cold visit.
Doctors unavailable.
Have to mail the device details to Minal Sankhe(Biomedical Department).",zcrm_1920545000001694085,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-13 20:37:54,2017-07-13 20:37:54
zcrm_1920545000001764025,zcrm_1920545000001695001,,"Have spoken to Ms Richa.
Have to mail details of devices.",zcrm_1920545000001763021,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-13 20:43:44,2017-07-13 20:43:44
zcrm_1920545000001764029,zcrm_1920545000001695001,,Have to contact him on 19/07 to get an appointment.,zcrm_1920545000001763027,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-13 20:50:25,2017-07-13 20:50:25
zcrm_1920545000001764033,zcrm_1920545000001695001,,"Spoke to Mr. Shriram.
Have to contact him tomorrow.",zcrm_1920545000002402077,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-13 21:08:12,2017-07-13 21:08:12
zcrm_1920545000001764037,zcrm_1920545000001695001,,Have to follow up.,zcrm_1920545000001763039,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-13 21:23:59,2017-07-13 21:23:59
zcrm_1920545000001784003,zcrm_1920545000001530001,,"contacted, meeting next week,. he was not available at gym.",zcrm_1920545000001692245,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-14 15:14:05,2017-07-14 15:14:05
zcrm_1920545000001787003,zcrm_1920545000001670001,,"Spoke to Mr Darshan, need to call in two weeks time as MD is out of country.",zcrm_1920545000000760014,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-14 18:23:10,2017-07-14 18:23:10
zcrm_1920545000001791003,zcrm_1920545000001670001,,"Spoke to Balaji, he stated he will come on Monday to our office. he was more on pricing.",zcrm_1920545000000672001,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-14 21:10:04,2017-07-14 21:10:04
zcrm_1920545000001801011,zcrm_1920545000000511027,,@Anees  please contact 9870701351 Mr. Ashwin,zcrm_1920545000000785025,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 13:54:37,2017-07-17 13:54:37
zcrm_1920545000001801015,zcrm_1920545000000511027,,I met him at Shivom fitness on last sunday. He knows the owner of 9th gear mulund. Request him to please fix a meeting and see if Mr. Ashwin can be ther,zcrm_1920545000000785025,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 14:04:39,2017-07-17 14:04:39
zcrm_1920545000001801019,zcrm_1920545000000511027,,Successfully conducted a demo in J M Baxi and the company will be interested in the same,zcrm_1920545000000684001,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 14:15:20,2017-07-17 14:15:20
zcrm_1920545000001801023,zcrm_1920545000000511027,,He will be updating me next week.,zcrm_1920545000000785013,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 14:47:41,2017-07-17 14:47:41
zcrm_1920545000001801031,zcrm_1920545000000511027,,he has responded over an email. He will be interested in a demo in Nashik,zcrm_1920545000000995035,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 15:43:28,2017-07-17 15:43:28
zcrm_1920545000001801035,zcrm_1920545000000511027,,sent him the final price of IB 770 at 12.5 lac.,zcrm_1920545000002255124,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 15:47:49,2017-07-17 15:47:49
zcrm_1920545000001801039,zcrm_1920545000000511027,,He will purchase end of the month.,zcrm_1920545000002093153,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 16:45:10,2017-07-17 16:45:10
zcrm_1920545000001801047,zcrm_1920545000000511027,,follow up mail sent,zcrm_1920545000005476621,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 20:01:55,2017-07-17 20:01:55
zcrm_1920545000001801051,zcrm_1920545000000511027,,tentative meeting scheduled for the next wednesday,zcrm_1920545000002402051,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 20:07:23,2017-07-17 20:07:23
zcrm_1920545000001801055,zcrm_1920545000000511027,,unreachable,zcrm_1920545000001297001,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 20:10:55,2017-07-17 20:10:55
zcrm_1920545000001801059,zcrm_1920545000000511027,,will need more time,zcrm_1920545000001383020,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 20:19:40,2017-07-17 20:19:40
zcrm_1920545000001801063,zcrm_1920545000000511027,,presentation on august 25th event,zcrm_1920545000001445072,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 20:25:26,2017-07-17 20:25:26
zcrm_1920545000001801067,zcrm_1920545000000511027,,"or any concept for a TV show promoting an idea for Nurition, Body Composition and social servie",zcrm_1920545000001445072,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 20:33:06,2017-07-17 20:33:06
zcrm_1920545000001801071,zcrm_1920545000000511027,,send email by the weekend,zcrm_1920545000001445072,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-17 20:33:46,2017-07-17 20:33:46
zcrm_1920545000001805003,zcrm_1920545000001670001,,"Spoke to Mr.Balaji, he stated that he is not coming today. I have requested him for the appointment. He asked to follow up after two days.",zcrm_1920545000000672001,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-17 15:23:32,2017-07-17 15:23:32
zcrm_1920545000001805007,zcrm_1920545000001670001,,"Spoke to some one at reception. Pratik sir would be available after 4PM tomorrow. Need to call for appointment,",zcrm_1920545000000760067,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-17 15:56:59,2017-07-17 15:56:59
zcrm_1920545000001805011,zcrm_1920545000001670001,,Spoke to Mr.Jordan for BCA machines. He is nt using any machine as such. He is using skin tightening machine for therapy. Email sent with Inbody270 Catalog.Will follow up in two days for the appointment.,zcrm_1920545000002692237,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-17 16:20:25,2017-07-17 16:20:25
zcrm_1920545000001805015,zcrm_1920545000001695001,,"Have mailed the catalog.
Now need to follow up.",zcrm_1920545000001694085,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-17 16:25:39,2017-07-17 16:25:39
zcrm_1920545000001805019,zcrm_1920545000001670001,,"Spoke to Shagufta Khwaja  about the appointment and demonstration of device. she is in Delhi. She asked a follow up after a week. I will call her on Monday 24th for appointment,",zcrm_1920545000001204001,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-17 20:28:57,2017-07-17 20:28:57
zcrm_1920545000001805023,zcrm_1920545000001670001,,spoke  to some one at reception.Mr Narendra Salvi was not available. Gym is going for renovation. He asked to call on 2nd August. person confirmed that they are not using any BCA devices,zcrm_1920545000001732213,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-17 20:42:35,2017-07-17 20:43:58
zcrm_1920545000001807003,zcrm_1920545000001530001,,"contacted and has asked to meet her in colleage any day between 9 30 to 3 3o, in department of life science, gujarat university.",zcrm_1920545000001783073,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-17 21:32:32,2017-07-17 21:32:32
zcrm_1920545000001807007,zcrm_1920545000001530001,,"contacted but no requirement, now. will call back us once they wll need it.",zcrm_1920545000001783043,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-17 21:40:39,2017-07-17 21:40:39
zcrm_1920545000001807011,zcrm_1920545000001530001,,new branch of anytime fitness is opening and he has asked to contact after 30th once he will accuire the place. good response.,zcrm_1920545000001720001,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-17 21:45:47,2017-07-17 21:45:47
zcrm_1920545000001807015,zcrm_1920545000001530001,,"sent cataloge by wtsapp, he will  let us know.",zcrm_1920545000001692245,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-17 21:46:22,2017-07-17 21:46:22
zcrm_1920545000001812009,zcrm_1920545000000511027,,"They are a mining company in odisa and are currently using IB 170. 
They have 6000 employees and need a higher end model which calculates all parameters. I have proposed IB 770.

I will be going personally after the final negotiation for installation. 
They do not have any budget constraints",zcrm_1920545000002093049,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-18 18:37:09,2017-07-18 18:37:09
zcrm_1920545000001812013,zcrm_1920545000000511027,,sent email with catalogue detail and quote,zcrm_1920545000002093049,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-18 18:37:57,2017-07-18 18:37:57
zcrm_1920545000001819018,zcrm_1920545000000511027,zcrm_,"He will be trying to help me with Abbott Healthcare.
I've to send him data on email",zcrm_1920545000000684001,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-07-19 19:16:59,2017-07-19 19:16:59
zcrm_1920545000001822003,zcrm_1920545000001670001,,"Tried calling Mr Ajay, he dosent answer calls made by new numbers. Advised Mr Varun to call and fix the appointment for demo.",zcrm_1920545000000828111,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-19 15:16:57,2017-07-19 15:16:57
zcrm_1920545000001822007,zcrm_1920545000001670001,,"Spoke to Mr.Jordan, he gave me the appointment for today in second half.",zcrm_1920545000002692237,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-19 15:26:55,2017-07-19 15:26:55
zcrm_1920545000001822011,zcrm_1920545000001670001,,Spoke to Mr GB in fitness. They are not using any BCA machines as if now. Fixed an appointment for today.,zcrm_1920545000001823001,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-19 15:47:58,2017-07-19 15:47:58
zcrm_1920545000001822015,zcrm_1920545000001670001,,Spoke to Dr.Sayed he was busy he asked if I can contact him on Saturday 22nd July. Discussion is about the research InBody Specialist. We want to organise a demo for cancer patients. if the device is helpful they would talk to the management.,zcrm_1920545000001823009,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-19 15:56:09,2017-07-19 15:56:09
zcrm_1920545000001822019,zcrm_1920545000001670001,,Spoke to Mr.Ajay. He requested a call back on Friday after 4 PM. Need to call back for  demo appointment.,zcrm_1920545000000828111,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-19 17:51:54,2017-07-19 17:51:54
zcrm_1920545000001834003,zcrm_1920545000001670001,,Met Mr Jordan. Had a detailed discussion. I am hoping that we will get the demo appointment soon.,zcrm_1920545000002692237,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-20 13:42:26,2017-07-20 13:42:26
zcrm_1920545000001834007,zcrm_1920545000001670001,,Met Mr. B.G at Hotel Sea Princess yesterday. He is Manager for SPA and Fitness. They have a small fitness center. I believe we would get demonstration appointment very soon.,zcrm_1920545000001823001,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-20 13:43:15,2017-07-20 13:43:15
zcrm_1920545000001834011,zcrm_1920545000001670001,,Met Mr.Amit Joshi yesterday. Is a small gym. Mr.Joshi stated he dosent need any BCA machines as he has less number of members and he has his own set up.,zcrm_1920545000001833003,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-20 13:47:07,2017-07-20 13:47:07
zcrm_1920545000001834015,zcrm_1920545000001670001,,Spoke to client. He will call  to confirm his visit to our office. he is a dealer and would be looking to resell the devices.,zcrm_1920545000001188016,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-20 18:03:48,2017-07-20 18:03:48
zcrm_1920545000001834019,zcrm_1920545000001670001,,"spoke to the owner, she was not interested in BCA machines as she is selling Herbal Life. and its a small center.",zcrm_1920545000001712281,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-20 18:09:20,2017-07-20 18:09:20
zcrm_1920545000001834023,zcrm_1920545000001670001,,"Spoke to Mr.Amit, he stated that the event has still not been planned due to heavy rains. I have advised him to plan a day for demonstration at his gym. he would think about it. I will send him email for the same.",zcrm_1920545000000760050,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-20 18:27:42,2017-07-20 18:27:42
zcrm_1920545000001836003,zcrm_1920545000001695001,,"Done with 770 demo. Positive feedback.
He wants one more demo.
Have to follow up with that.",zcrm_1920545000002402029,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-20 17:46:19,2017-07-20 17:46:19
zcrm_1920545000001836007,zcrm_1920545000001670001,,"Spoke to client, he was suppose to come today in office. He said he will visit on Tuesday 25th July in second half.",zcrm_1920545000001188016,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-21 15:25:10,2017-07-21 15:25:10
zcrm_1920545000001836011,zcrm_1920545000001670001,,Called Mr.Balaji for appointment. He did not answer the call.,zcrm_1920545000000672001,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-21 15:32:07,2017-07-21 15:32:07
zcrm_1920545000001836015,zcrm_1920545000001695001,,"Spoke to Dr Druvank.
Have to mail the details of company and products.
And then follow up for meeting.",zcrm_1920545000001842001,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-21 15:32:11,2017-07-21 15:32:11
zcrm_1920545000001836019,zcrm_1920545000001695001,,"Contacted her.
Now have to speak to Anirud Shinde at the head office.",zcrm_1920545000000985007,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-21 18:24:55,2017-07-21 18:24:55
zcrm_1920545000001836023,zcrm_1920545000001695001,,Meeting on 25th july at 11.30.,zcrm_1920545000002402077,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-21 18:26:01,2017-07-21 18:26:01
zcrm_1920545000001836027,zcrm_1920545000001695001,,"Spoke to him.
Have to follow up after 3 4 days as he is busy.",zcrm_1920545000001732219,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-21 18:27:23,2017-07-21 18:27:23
zcrm_1920545000001836031,zcrm_1920545000001695001,,"Spoke to her.
Have to visit in next week.",zcrm_1920545000001694085,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-21 18:30:14,2017-07-21 18:30:14
zcrm_1920545000001860003,zcrm_1920545000001530001,,"DEMO DONE, VERY GOOD RESPONSE, THEY WILL ASK US TO MEET DIRECTOR. THEY HAVE ONE MULTISPECIALITY HOSPITAL ALSO.",zcrm_1920545000001657001,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-22 17:48:14,2017-07-22 17:48:14
zcrm_1920545000001864003,zcrm_1920545000001670001,,Spoke to client on Saturday. he will let us know. I will follow up in a week.,zcrm_1920545000001823009,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-24 17:52:02,2017-07-24 17:52:02
zcrm_1920545000001864007,zcrm_1920545000001670001,,called to client. He did not answer the phone,zcrm_1920545000001188016,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-24 18:01:09,2017-07-24 18:01:09
zcrm_1920545000001864011,zcrm_1920545000001670001,,"spoke to client, he confirmed he would come to or office tomorrow in the morning hours.",zcrm_1920545000001188016,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-24 18:08:16,2017-07-24 18:08:16
zcrm_1920545000001864015,zcrm_1920545000001670001,,Spoke to Mr.GB Sir. He was busy. He asked for a follow up later.,zcrm_1920545000001823001,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-24 18:48:05,2017-07-24 18:48:05
zcrm_1920545000001864019,zcrm_1920545000001670001,,"Spoke to some one at reception, Pratik sir dosent have a fixed timing. I have left my number so  that he can contact me. I will follow up later this week.",zcrm_1920545000000760067,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-24 20:03:41,2017-07-24 20:03:41
zcrm_1920545000001864023,zcrm_1920545000001670001,,Called Mr.Ajay but due to some issue with the network I could not hear him. Tried again. Will follow up again later.,zcrm_1920545000000828111,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-24 20:07:52,2017-07-24 20:07:52
zcrm_1920545000001864027,zcrm_1920545000001670001,,Spoke to Mr.Ajay. He gave the appointment for Friday for the detailed discussion.,zcrm_1920545000000828111,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-24 20:15:54,2017-07-24 20:15:54
zcrm_1920545000001864031,zcrm_1920545000001670001,,"Spoke to Miss Shagufta, She is calling for demonstration on Saturday 29th July. Asked her for a meeting this week. She asked a call tomorrow to check if there is a possibility to meet.",zcrm_1920545000001204001,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-24 20:33:32,2017-07-24 20:33:32
zcrm_1920545000001875003,zcrm_1920545000001670001,,Tried contacting but the number was not available.,zcrm_1920545000001874009,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-25 13:40:52,2017-07-25 13:40:52
zcrm_1920545000001875007,zcrm_1920545000001670001,,Tried calling no one answered the call,zcrm_1920545000001874017,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-25 13:53:38,2017-07-25 13:53:38
zcrm_1920545000001875015,zcrm_1920545000001670001,,"spoke to client, gym closed.",zcrm_1920545000001712101,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-25 14:07:34,2017-07-25 14:07:34
zcrm_1920545000001875019,zcrm_1920545000001670001,,"spoke to client, she is busy this week",zcrm_1920545000001874031,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-25 14:17:35,2017-07-25 14:17:35
zcrm_1920545000001875023,zcrm_1920545000001670001,,its a small gym and they do not need a BCA machine. I would visit the gym when I am around in Jogeshwari.,zcrm_1920545000001874037,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-25 14:24:29,2017-07-25 14:24:29
zcrm_1920545000001875027,zcrm_1920545000001670001,,Spoke to the trainer Mr. Nilesh. He asked for a follow up on friday for a meeting.,zcrm_1920545000002636084,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-25 14:34:12,2017-07-25 14:34:12
zcrm_1920545000001875031,zcrm_1920545000001670001,,called he did not answer,zcrm_1920545000002692213,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-25 15:07:50,2017-07-25 15:07:50
zcrm_1920545000001875035,zcrm_1920545000001670001,,"Spoke to receptionist, she advised to call tomorrow after lunch. thats the best time to contact manager/owner. its also a wellness center.",zcrm_1920545000001732183,zcrm_1920545000001670001,zcrm_1920545000001670001,2017-07-25 16:00:05,2017-07-25 16:00:05
zcrm_1920545000001875039,zcrm_1920545000001530001,,"tried to meet but due to heavy rain he didnt come to gym., meeting again today at 6 30 pm.",zcrm_1920545000001951005,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-26 14:45:55,2017-07-26 14:45:55
zcrm_1920545000001875043,zcrm_1920545000001530001,,"he is using our IB120 from last 5yrs, proposed buy back for 370s, he denied but still requested for demo.",zcrm_1920545000001888025,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-26 14:51:04,2017-07-26 14:51:04
zcrm_1920545000001875047,zcrm_1920545000001530001,,"she has sent the proposal to biomedical, has been approved by dr., will be meeting dr and biomedical for fasten the process.",zcrm_1920545000001897003,zcrm_1920545000001530001,zcrm_1920545000001530001,2017-07-26 14:56:22,2017-07-26 14:56:22
zcrm_1920545000001875051,zcrm_1920545000001695001,,"She knows about InBody.
she will contact if any requirement.
Have to follow up after 30 40 days.",zcrm_1920545000001726059,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-26 16:10:59,2017-07-26 16:10:59
zcrm_1920545000001875055,zcrm_1920545000001695001,,"contacted hre.
Have to mail the details to her.",zcrm_1920545000001726007,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-26 18:25:20,2017-07-26 18:25:20
zcrm_1920545000001875059,zcrm_1920545000001695001,,"Contacted Ms. Rinku
Have to mail the details.",zcrm_1920545000001726001,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-26 18:39:51,2017-07-26 18:39:51
zcrm_1920545000001875063,zcrm_1920545000001695001,,"Have sent the mail.
Followed up, told me to contact in next week.",zcrm_1920545000001842001,zcrm_1920545000001695001,zcrm_1920545000001695001,2017-07-26 18:41:59,2017-07-26 18:41:59
