Call Id,Call Owner Id,Subject,Call Type,Call Purpose,Contact Name,Related To,Call Start Time,Call Duration,Call Duration (in seconds),Description,Call Result,Created by ID,Modified by ID,Created Time,Modified Time,Reminder,Layout ID,Tag,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,ClickToCall,Outgoing Call Status,Call Agenda,Caller ID,Dialled Number,Customer Number,Scheduled in CRM,Record Id
zcrm_1920545000001188136,zcrm_1920545000001670001,call follow up,Outbound,,,zcrm_1920545000000985003,2017-08-02 21:25:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-05-15 21:26:00,2017-08-03 21:14:25,,,,,,,,false,Cancelled,,,,,True,zcrm_1920545000001188136
zcrm_1920545000001193002,zcrm_1920545000001670001,call follow up,Outbound,,,zcrm_1920545000001085016,2017-08-12 07:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-05-16 13:11:27,2017-08-14 15:42:03,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193002
zcrm_1920545000001193011,zcrm_1920545000000511027,call follow up,Outbound,,,zcrm_1920545000001068001,2017-06-06 08:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-16 13:17:02,2017-06-06 20:29:23,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193011
zcrm_1920545000001193020,zcrm_1920545000000511027,call,Outbound,,,zcrm_1920545000001054337,2017-05-16 03:30:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-16 13:22:19,2017-05-17 18:12:45,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193020
zcrm_1920545000001193029,zcrm_1920545000000511027,call follow up,Outbound,,,zcrm_1920545000001054329,2017-06-06 04:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-16 13:26:52,2017-06-06 20:23:36,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193029
zcrm_1920545000001193052,zcrm_1920545000000511027,call for interest,Outbound,,,zcrm_1920545000001027046,2017-05-16 08:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-16 13:57:38,2017-05-19 19:42:49,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193052
zcrm_1920545000001193059,zcrm_1920545000000511027,call for appointment,Outbound,,,zcrm_1920545000001054333,2017-05-16 08:15:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-16 14:02:43,2017-05-19 21:33:01,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193059
zcrm_1920545000001193066,zcrm_1920545000000511027,call for interest,Outbound,,zcrm_1920545000002267005,zcrm_1920545000002267007,2017-05-17 07:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-16 14:04:30,2017-08-20 02:52:34,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193066
zcrm_1920545000001193084,zcrm_1920545000000511027,call follow up,Outbound,,,zcrm_1920545000000995027,2017-07-11 07:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-16 14:18:35,2017-07-12 14:45:01,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193084
zcrm_1920545000001193095,zcrm_1920545000000511027,call for demo,Outbound,,zcrm_1920545000002570158,zcrm_1920545000002570160,2017-07-25 07:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-16 14:38:34,2017-09-13 17:11:44,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193095
zcrm_1920545000001193121,zcrm_1920545000000511027,call to fix meeting,Outbound,,,zcrm_1920545000000923055,2017-05-18 15:25:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-16 15:25:34,2017-05-18 17:17:19,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001193121
zcrm_1920545000001204010,zcrm_1920545000000511027,call follow up,Outbound,,,zcrm_1920545000001204001,2017-05-19 04:01:00,00:00,0,She will revert,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-17 16:01:55,2017-05-19 21:31:00,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001204010
zcrm_1920545000001204048,zcrm_1920545000000511027,call for interest,Outbound,,,zcrm_1920545000001193131,2017-05-17 08:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-17 17:54:48,2017-05-17 20:09:19,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001204048
zcrm_1920545000001209011,zcrm_1920545000000511027,Call for demo,Outbound,,zcrm_1920545000002267005,zcrm_1920545000002267007,2017-06-19 17:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-18 16:51:07,2017-08-20 02:52:34,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,True,zcrm_1920545000001209011
zcrm_1920545000001210017,zcrm_1920545000000511027,Call,Inbound,,,zcrm_1920545000000828139,2017-05-18 20:22:00,00:45,45,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-18 20:22:44,2017-05-18 20:22:44,,zcrm_1920545000000091005,,,,,,false,,,,,,,zcrm_1920545000001210017
zcrm_1920545000001212003,zcrm_1920545000000511027,Call,Outbound,,,zcrm_1920545000000923055,2017-05-18 14:34:00,00:29,29,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-18 14:34:15,2017-05-18 14:34:15,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000001212003
zcrm_1920545000001212017,zcrm_1920545000000511027,Call follow up,Outbound,,,zcrm_1920545000001209016,2017-06-15 19:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-18 20:23:21,2017-06-16 21:21:40,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,True,zcrm_1920545000001212017
zcrm_1920545000001213017,zcrm_1920545000001670001,Call for order confirmation,Outbound,,,zcrm_1920545000001054333,2017-07-17 17:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-05-18 20:46:45,2017-07-31 18:51:58,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,True,zcrm_1920545000001213017
zcrm_1920545000001214020,zcrm_1920545000000511027,call for demo,Outbound,,,zcrm_1920545000000828069,2017-06-05 05:34:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-18 17:35:44,2017-06-05 21:43:15,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001214020
zcrm_1920545000001220001,zcrm_1920545000000243011,Call from +919177928771,Inbound,,zcrm_1920545000006865211,zcrm_1920545000024158034,2017-05-19 14:42:13,4:13,253,,,zcrm_1920545000000243011,zcrm_1920545000003466001,2017-05-19 14:46:49,2019-12-20 16:57:00,,zcrm_1920545000000091005,,,,,2019-12-20 16:57:00,false,,,,,,,zcrm_1920545000001220001
zcrm_1920545000001229004,zcrm_1920545000000511027,call meeting/demo,Outbound,,,zcrm_1920545000001027046,2017-06-06 07:42:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-19 19:43:10,2017-06-06 20:39:07,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001229004
zcrm_1920545000001231005,zcrm_1920545000000511027,Call,Outbound,,,zcrm_1920545000001204001,2017-05-19 20:36:00,00:40,40,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-19 20:37:11,2017-05-19 20:37:11,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000001231005
zcrm_1920545000001232001,zcrm_1920545000000511027,Call,Outbound,,,zcrm_1920545000001085027,2017-05-19 20:32:00,00:19,19,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-19 20:32:51,2017-05-19 20:32:51,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000001232001
zcrm_1920545000001233001,zcrm_1920545000000511027,Call,Outbound,,,zcrm_1920545000001085027,2017-05-19 20:32:00,00:19,19,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-19 20:33:49,2017-05-19 20:33:49,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000001233001
zcrm_1920545000001234001,zcrm_1920545000000511027,Call,Outbound,,zcrm_1920545000034240120,zcrm_1920545000034240126,2017-05-19 20:34:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-05-19 20:34:49,2021-02-15 22:00:12,,zcrm_1920545000000091005,,,,,2021-02-15 22:00:12,false,Completed,,,,,False,zcrm_1920545000001234001
zcrm_1920545000001235013,zcrm_1920545000001284001,call for fix meeting,Outbound,,,zcrm_1920545000000971019,2018-09-21 18:41:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-19 21:41:25,2018-09-21 18:41:00,2018-09-21 09:41:00.0,,,2018-09-21 14:56:08,,,,false,Overdue,,,,,True,zcrm_1920545000001235013
zcrm_1920545000001237015,zcrm_1920545000000243011,Call from +919177928771,Inbound,,zcrm_1920545000006865211,zcrm_1920545000024158034,2017-05-22 14:08:54,1:19,79,,,zcrm_1920545000000243011,zcrm_1920545000003466001,2017-05-22 14:10:27,2019-12-20 16:57:00,,zcrm_1920545000000091005,,,,,2019-12-20 16:57:00,false,,,,,,,zcrm_1920545000001237015
zcrm_1920545000001237019,zcrm_1920545000000511027,Call,Outbound,,,zcrm_1920545000001226009,2017-05-22 20:40:00,01:52,112,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-22 20:40:37,2017-05-22 20:40:37,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000001237019
zcrm_1920545000001245009,zcrm_1920545000000243011,Call from +919177928771,Inbound,,zcrm_1920545000006865211,zcrm_1920545000024158034,2017-05-23 14:33:36,00:21,21,,,zcrm_1920545000000243011,zcrm_1920545000003466001,2017-05-23 14:34:14,2019-12-20 16:57:00,,zcrm_1920545000000091005,,,,,2019-12-20 16:57:00,false,,,,,,,zcrm_1920545000001245009
zcrm_1920545000001258005,zcrm_1920545000000243011,Call from +919177928771,Inbound,,zcrm_1920545000006865211,zcrm_1920545000024158034,2017-05-24 14:41:08,00:44,44,,,zcrm_1920545000000243011,zcrm_1920545000003466001,2017-05-24 14:42:06,2019-12-20 16:57:00,,zcrm_1920545000000091005,,,,,2019-12-20 16:57:00,false,,,,,,,zcrm_1920545000001258005
zcrm_1920545000001259001,zcrm_1920545000000243011,Call from +919177928771,Inbound,,zcrm_1920545000006865211,zcrm_1920545000024158034,2017-05-24 14:46:27,00:43,43,,,zcrm_1920545000000243011,zcrm_1920545000003466001,2017-05-24 14:47:32,2019-12-20 16:57:00,,zcrm_1920545000000091005,,,,,2019-12-20 16:57:00,false,,,,,,,zcrm_1920545000001259001
zcrm_1920545000001269001,zcrm_1920545000000511027,Call,Outbound,,,zcrm_1920545000000995035,2017-05-24 21:22:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-24 21:23:06,2017-05-24 21:23:06,,zcrm_1920545000000091005,,,,,,false,Completed,,,,,False,zcrm_1920545000001269001
zcrm_1920545000001269007,zcrm_1920545000000243011,Call from +917307320095,Inbound,,zcrm_1920545000000514003,zcrm_1920545000000514001,2017-05-25 18:38:56,00:54,54,,,zcrm_1920545000000243011,zcrm_1920545000000243011,2017-05-25 18:40:14,2017-05-25 18:40:14,,zcrm_1920545000000091005,,,,,,false,,,,,,,zcrm_1920545000001269007
zcrm_1920545000001281020,zcrm_1920545000000511027,call follow up,Outbound,,,zcrm_1920545000001281015,2017-06-15 14:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-26 13:42:00,2017-06-15 19:02:39,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001281020
zcrm_1920545000001281056,zcrm_1920545000000511027,call for appointment,Outbound,,,zcrm_1920545000001281051,2017-07-03 10:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-26 20:14:38,2017-07-13 16:42:11,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001281056
zcrm_1920545000001281063,zcrm_1920545000000511027,call for fix meeting,Outbound,,,zcrm_1920545000001193131,2017-05-29 13:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-26 20:18:36,2017-06-02 19:12:29,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001281063
zcrm_1920545000001298048,zcrm_1920545000000511027,call for appointment,Outbound,,,zcrm_1920545000001298043,2017-06-20 07:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-29 18:50:32,2017-06-20 21:41:53,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001298048
zcrm_1920545000001298066,zcrm_1920545000001284001,call for appointment,Outbound,,,zcrm_1920545000001298061,2017-05-30 14:30:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-05-29 19:07:49,2017-06-05 13:53:45,2017-05-30 05:30:00.0,,,,,,,false,Overdue,,,,,True,zcrm_1920545000001298066
zcrm_1920545000001329001,zcrm_1920545000000243011,Call from +919880224965,Inbound,,zcrm_1920545000000873019,zcrm_1920545000000873017,2017-06-01 12:41:22,3:29,209,,,zcrm_1920545000000243011,zcrm_1920545000000243011,2017-06-01 12:45:05,2017-06-01 12:45:05,,zcrm_1920545000000091005,,,,,,false,,,,,,,zcrm_1920545000001329001
zcrm_1920545000001343005,zcrm_1920545000001284001,Call for introduction,Outbound,Administrative,,zcrm_1920545000000971019,2017-06-05 14:53:00,,,,,zcrm_1920545000001284001,zcrm_1920545000001284001,2017-06-02 20:55:19,2017-06-05 14:53:00,2017-06-05 05:53:00.0,zcrm_1920545000000091005,,,,,,false,Overdue,,,,,True,zcrm_1920545000001343005
zcrm_1920545000001353022,zcrm_1920545000001670001,tanita feedback,Outbound,,,zcrm_1920545000000552719,2018-06-01 14:22:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-06-05 14:22:26,2018-06-18 16:29:23,,,,2018-06-18 16:29:23,,,,false,Completed,,,,,True,zcrm_1920545000001353022
zcrm_1920545000001353034,zcrm_1920545000000511027,call for demo,Outbound,,,zcrm_1920545000000558074,2017-06-26 14:26:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-05 14:26:38,2017-06-19 18:45:58,,,,,,,,false,Cancelled,,,,,True,zcrm_1920545000001353034
zcrm_1920545000001353066,zcrm_1920545000000511027,call for confirmation,Outbound,,zcrm_1920545000002267029,zcrm_1920545000002267031,2017-07-03 13:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-05 15:28:01,2017-08-20 02:53:53,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001353066
zcrm_1920545000001353073,zcrm_1920545000000511027,call for demo,Outbound,,,zcrm_1920545000000598001,2017-06-27 07:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-05 15:29:10,2017-07-11 13:46:05,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001353073
zcrm_1920545000001353080,zcrm_1920545000001695001,call for confirmation,Outbound,,,zcrm_1920545000000605001,2018-09-21 15:29:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-05 15:29:43,2018-09-21 15:29:00,2018-09-21 06:29:00.0,,,2018-09-21 14:56:45,,,,false,Overdue,,,,,True,zcrm_1920545000001353080
zcrm_1920545000001353098,zcrm_1920545000001284001,call for enquiry,Outbound,,,zcrm_1920545000000652055,2018-06-20 15:32:00,01:40,100,,,zcrm_1920545000000511027,zcrm_1920545000001284001,2017-06-05 15:32:39,2018-06-20 22:15:01,,,,2018-06-20 22:15:01,,2018-06-21 05:14:12,,false,Completed,,,,,True,zcrm_1920545000001353098
zcrm_1920545000001353112,zcrm_1920545000001670001,call for appointment,Outbound,,,zcrm_1920545000000672001,2017-07-13 16:30:00,00:00,0,"spoke to client , he will visit on Monday,",,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-06-05 16:23:23,2017-07-14 21:13:06,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001353112
zcrm_1920545000001353119,zcrm_1920545000000511027,cal,Outbound,,,zcrm_1920545000000672040,2017-07-08 15:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-05 16:24:17,2017-07-11 14:05:52,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001353119
zcrm_1920545000001353126,zcrm_1920545000001670001,call follow up,Outbound,,,zcrm_1920545000000672005,2018-06-01 16:24:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-06-05 16:25:12,2018-06-18 16:07:19,,,,2018-06-18 16:07:19,,,,false,Completed,,,,,True,zcrm_1920545000001353126
zcrm_1920545000001353138,zcrm_1920545000000511027,call for confirmation,Outbound,,,zcrm_1920545000001336030,2017-06-09 07:51:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-05 19:51:30,2017-06-12 16:23:14,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001353138
zcrm_1920545000001353207,zcrm_1920545000001670001,call for confirm meeting,Outbound,,,zcrm_1920545000001336026,2017-08-07 05:30:00,00:00,0,need to call again,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-06-05 20:42:29,2017-08-07 14:55:45,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001353207
zcrm_1920545000001359002,zcrm_1920545000000511027,call for meeting,Outbound,,,zcrm_1920545000001260001,2017-06-08 13:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-05 21:28:06,2017-06-09 20:41:05,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001359002
zcrm_1920545000001368037,zcrm_1920545000001670001,call follow up,Outbound,,,zcrm_1920545000001009021,2017-11-03 13:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-06-06 21:17:49,2017-11-03 14:44:15,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001368037
zcrm_1920545000001383012,zcrm_1920545000000511027,call for demo,Outbound,,,zcrm_1920545000001383003,2017-07-07 05:47:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-07 13:45:42,2017-07-13 17:48:19,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001383012
zcrm_1920545000001383027,zcrm_1920545000000511027,call follow up,Outbound,,,zcrm_1920545000001383020,2017-07-17 05:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-07 13:54:57,2017-07-17 20:19:27,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001383027
zcrm_1920545000001416002,zcrm_1920545000000511027,call follow up,Outbound,,,zcrm_1920545000001340017,2017-07-10 05:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-09 20:15:08,2017-07-13 17:48:04,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001416002
zcrm_1920545000001416016,zcrm_1920545000000511027,call follow up,Outbound,,,zcrm_1920545000001027046,2017-06-27 07:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-09 21:06:36,2017-06-30 21:41:47,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001416016
zcrm_1920545000001419015,zcrm_1920545000000243011,Call from +919880224965,Inbound,,zcrm_1920545000000873019,zcrm_1920545000000873017,2017-06-12 14:11:07,5:29,329,,,zcrm_1920545000000243011,zcrm_1920545000000243011,2017-06-12 14:16:47,2017-06-12 14:16:47,,zcrm_1920545000000091005,,,,,,false,,,,,,,zcrm_1920545000001419015
zcrm_1920545000001427100,zcrm_1920545000001530001,call for confirmation,Outbound,,,zcrm_1920545000001427091,2017-06-29 13:30:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-12 14:13:32,2017-06-29 13:30:10,2017-06-29 04:30:00.0,,,,,,,false,Overdue,,,,,True,zcrm_1920545000001427100
zcrm_1920545000001427113,zcrm_1920545000000511027,call for confirmation,Outbound,,,zcrm_1920545000001427106,2017-06-22 13:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-12 14:25:14,2017-06-22 18:33:27,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001427113
zcrm_1920545000001427143,zcrm_1920545000001670001,call for appointment,Outbound,,,zcrm_1920545000000672014,2017-08-21 15:15:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-06-12 15:15:56,2017-08-21 19:58:26,,,,,,,,false,Cancelled,,,,,True,zcrm_1920545000001427143
zcrm_1920545000001427162,zcrm_1920545000001670001,call for appointment,Outbound,,,zcrm_1920545000000759009,2018-06-01 15:56:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-06-12 15:57:13,2018-06-18 16:11:49,,,,2018-06-18 16:11:49,,,,false,Completed,,,,,True,zcrm_1920545000001427162
zcrm_1920545000001433010,zcrm_1920545000000511027,call for info,Outbound,,,zcrm_1920545000001433001,2017-06-19 07:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-13 15:06:27,2017-06-19 22:05:17,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001433010
zcrm_1920545000001445041,zcrm_1920545000000511027,call for appointment,Outbound,,zcrm_1920545000002255076,zcrm_1920545000002255078,2017-06-15 11:30:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-14 16:20:14,2017-08-20 02:45:37,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001445041
zcrm_1920545000001445060,zcrm_1920545000001695001,call for appointment,Outbound,,,zcrm_1920545000001445053,2017-08-14 18:00:00,08:00,480,Followed up with her. She said she is out of town and will be back on 19th aug. So have to follow up in next week.,,zcrm_1920545000000511027,zcrm_1920545000001695001,2017-06-14 17:33:04,2017-08-14 18:25:50,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001445060
zcrm_1920545000001445079,zcrm_1920545000001695001,call for confirmation,Outbound,,,zcrm_1920545000000760005,2017-09-11 18:03:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-14 18:03:40,2017-09-11 18:03:00,2017-09-11 09:03:00.0,,,,,,,false,Overdue,,,,,True,zcrm_1920545000001445079
zcrm_1920545000001445096,zcrm_1920545000000511027,call for appointment,Outbound,,,zcrm_1920545000001427073,2017-07-03 12:38:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-14 18:30:48,2017-07-13 18:41:50,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001445096
zcrm_1920545000001453011,zcrm_1920545000000511027,Call,Inbound,,,zcrm_1920545000001260001,2017-06-12 21:45:00,00:46,46,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-14 21:49:46,2017-06-14 21:49:46,,zcrm_1920545000000091005,,,,,,false,,,,,,,zcrm_1920545000001453011
zcrm_1920545000001456010,zcrm_1920545000000511027,call for appointment,Outbound,,,zcrm_1920545000001384037,2017-06-21 14:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-14 21:49:31,2017-06-21 18:40:26,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001456010
zcrm_1920545000001466028,zcrm_1920545000000511027,call for appointment,Outbound,,zcrm_1920545000002255076,zcrm_1920545000002255078,2017-06-30 14:58:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-15 14:58:50,2017-08-20 02:45:37,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001466028
zcrm_1920545000001472008,zcrm_1920545000000511027,call for appointment,Outbound,,zcrm_1920545000002402011,zcrm_1920545000002402009,2017-06-23 12:47:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001695001,2017-06-15 18:47:14,2017-08-31 16:02:06,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001472008
zcrm_1920545000001476021,zcrm_1920545000000243011,Call from +919880224965,Inbound,,zcrm_1920545000000873019,zcrm_1920545000000873017,2017-06-17 16:10:19,00:00,0,,,zcrm_1920545000000243011,zcrm_1920545000000243011,2017-06-17 16:11:28,2017-06-17 16:11:28,,zcrm_1920545000000091005,,,,,,false,,,,,,,zcrm_1920545000001476021
zcrm_1920545000001487056,zcrm_1920545000000511027,call,Outbound,,zcrm_1920545000004182004,zcrm_1920545000005476621,2017-06-21 07:17:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-19 19:17:24,2018-03-08 18:57:58,,,,,,,2018-03-08 18:57:58,false,Completed,,,,,True,zcrm_1920545000001487056
zcrm_1920545000001487070,zcrm_1920545000000511027,call for appointment,Outbound,,,zcrm_1920545000000642157,2017-06-27 07:22:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-19 19:22:46,2017-07-03 14:43:05,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001487070
zcrm_1920545000001487077,zcrm_1920545000000511027,call for appointment,Outbound,,,zcrm_1920545000000642160,2017-06-21 07:28:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-19 19:29:06,2017-06-21 19:02:16,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001487077
zcrm_1920545000001487086,zcrm_1920545000001670001,call for appointment,Outbound,,,zcrm_1920545000000642162,2017-08-31 19:29:00,,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-06-19 19:29:44,2017-09-01 17:42:14,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001487086
zcrm_1920545000001487101,zcrm_1920545000001670001,call for appointment,Outbound,,,zcrm_1920545000000642165,2017-09-01 19:31:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001670001,2017-06-19 19:31:22,2017-11-07 16:12:26,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001487101
zcrm_1920545000001487119,zcrm_1920545000000511027,call himplease. He has not received a call from the manager in North.,Outbound,,zcrm_1920545000001552003,zcrm_1920545000001552005,2017-06-19 08:00:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000001284001,2017-06-19 19:49:16,2017-06-23 02:19:40,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001487119
zcrm_1920545000001487154,zcrm_1920545000000511027,call follow up,Outbound,,,zcrm_1920545000000684001,2017-07-03 07:44:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-19 21:45:50,2017-07-03 15:52:57,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001487154
zcrm_1920545000001488002,zcrm_1920545000000511027,call for appointment,Outbound,,,zcrm_1920545000000552829,2017-06-19 14:58:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-16 14:59:16,2017-06-19 18:44:36,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001488002
zcrm_1920545000001488032,zcrm_1920545000000511027,call for confirmation,Outbound,,,zcrm_1920545000001260001,2017-06-23 14:17:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-16 19:17:48,2017-06-23 14:27:35,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001488032
zcrm_1920545000001488039,zcrm_1920545000000511027,call for demo,Outbound,,,zcrm_1920545000001445066,2017-07-04 07:35:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-16 19:35:22,2017-07-10 19:47:58,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001488039
zcrm_1920545000001488046,zcrm_1920545000000511027,call for confirmation,Outbound,,,zcrm_1920545000001445072,2017-07-17 07:36:00,00:00,0,,,zcrm_1920545000000511027,zcrm_1920545000000511027,2017-06-16 19:36:32,2017-07-17 20:33:26,,,,,,,,false,Completed,,,,,True,zcrm_1920545000001488046
