Company_Name,Category,Address,Url,latitude,longtitude,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Government Health Centre,Hospital,"Goa 403512, India",https://www.google.co.kr/maps/place/Government+Health+Centre/data=!4m5!3m4!1s0x3bbfeda98b47f509:0xf7fad0664d19b06!8m2!3d15.6899983!4d73.7934499?authuser=0&hl=en&rclk=1,15.6899983,73.7934499,,,,,,,
Dr. Correia Afonso Hospital,Hospital,"Varca - Margao Rd, Benaulim, Goa 403716, India",https://www.google.co.kr/maps/place/Dr.+Correia+Afonso+Hospital/data=!4m5!3m4!1s0x3bbfb392b844d1cf:0xc6c3ef9ab92337fb!8m2!3d15.2630539!4d73.9490842?authuser=0&hl=en&rclk=1,15.2630539,73.9490842,,,,,,,
Kamakshi Arogyadham,Hospital,"82JC+83Q, Pannakali, Shiroda, Goa 403103, India",https://www.google.co.kr/maps/place/Kamakshi+Arogyadham/data=!4m5!3m4!1s0x3bbfb1d191d78d65:0xd81128a933508d2b!8m2!3d15.3308255!4d74.0202376?authuser=0&hl=en&rclk=1,15.3308255,74.0202376,,,,,,,
Dr. M.M. Mesquita Maternity & Eye Hospital,Hospital,"9RW6+VM9, Vasco da Gama, Goa, 403802, India",https://www.google.co.kr/maps/place/Dr.+M.M.+Mesquita+Maternity+%26+Eye+Hospital/data=!4m5!3m4!1s0x3bbfc7bbed6d94d1:0x3586ecb904204f80!8m2!3d15.397171!4d73.811735?authuser=0&hl=en&rclk=1,15.397171,73.811735,,,,,,,
Government Hospital,Hospital,"H248+RC9, Desai Nagar, Sanquelim, Goa 403505, India",https://www.google.co.kr/maps/place/Government+Hospital/data=!4m5!3m4!1s0x3bbfbd5a47c329a3:0xa0eb2dc3c220f7d1!8m2!3d15.5570349!4d74.016104?authuser=0&hl=en&rclk=1,15.5570349,74.016104,,,,,,,
"TB Hospital, Margao",Hospital,"7XJ7+2PH, Monte Hill, Margao, Goa 403601, India","https://www.google.co.kr/maps/place/TB+Hospital,+Margao/data=!4m5!3m4!1s0x3bbfb3dc6f21681f:0x98fa006535b3c7b0!8m2!3d15.2800664!4d73.9643441?authuser=0&hl=en&rclk=1",15.2800664,73.9643441,,,,,,,
Noble Hospital,Hospital,"Near St.Joaquim Chapel, Borda, Margao, Goa 403602, India",https://www.google.co.kr/maps/place/Noble+Hospital/data=!4m5!3m4!1s0x3bbfb33754386479:0x2a2a03897a057eb!8m2!3d15.2831368!4d73.9690485?authuser=0&hl=en&rclk=1,15.2831368,73.9690485,,,,,,,
Orthopedic hospital for surgery,Hospital,"Rosedel Enclave, Old Market, next to District Court, Margao, Goa 403601, India",https://www.google.co.kr/maps/place/Orthopedic+hospital+for+surgery/data=!4m5!3m4!1s0x3bbfb3e0c6aaaaab:0x20a767b2e5a15ae2!8m2!3d15.282652!4d73.9576313?authuser=0&hl=en&rclk=1,15.282652,73.9576313,,,,,,,
Holy Spirit Nursing Home,Hospital,"151, Grebelo Road, Old Market, Margao, Goa 403601, India",https://www.google.co.kr/maps/place/Holy+Spirit+Nursing+Home/data=!4m5!3m4!1s0x3bbfb3e9c143a8a7:0xdc4ba7a469e90ef0!8m2!3d15.2823584!4d73.9587915?authuser=0&hl=en&rclk=1,15.2823584,73.9587915,,,,,,,
My Eye Institute,Hospital,"NH-17, Gounloy, Nuvem, Salcete, Goa, 403604, India",https://www.google.co.kr/maps/place/My+Eye+Institute/data=!4m5!3m4!1s0x3bbfb12c8bba6a85:0x2f29872bd6fa7fe0!8m2!3d15.3244496!4d73.9388355?authuser=0&hl=en&rclk=1,15.3244496,73.9388355,,,,,,,
Janakibai Memorial Hospital,Hospital,"Near Sukhtankar Apartment, Shanti Nagar, Ponda, Goa 403401, India",https://www.google.co.kr/maps/place/Janakibai+Memorial+Hospital/data=!4m5!3m4!1s0x3bbfba95f0e72dff:0x7dba087b0d203c2b!8m2!3d15.3995295!4d74.006027?authuser=0&hl=en&rclk=1,15.3995295,74.006027,,,,,,,
Adarsh Family Hospital,Hospital,"Pajifond, Margao, Goa 403601, India",https://www.google.co.kr/maps/place/Adarsh+Family+Hospital/data=!4m5!3m4!1s0x3bbfb3c3026671b1:0xd92ed3cd7981c973!8m2!3d15.2738834!4d73.962504?authuser=0&hl=en&rclk=1,15.2738834,73.962504,,,,,,,
Infant Jesus Hospital,Hospital,"7XRG+5W3, Cupangale Society, Margao, Goa 403601, India",https://www.google.co.kr/maps/place/Infant+Jesus+Hospital/data=!4m5!3m4!1s0x3bbfb17e75d2ffaf:0xd976353ae633aa21!8m2!3d15.2903956!4d73.9772987?authuser=0&hl=en&rclk=1,15.2903956,73.9772987,,,,,,,
Ashirwad Urology and Laparoscopy hospital,Hospital,"1st Floor Amkay Plaza opp. Vikrant Bldg, nr. Hemmady Regency, Malbhat, Margao, Goa 403601, India",https://www.google.co.kr/maps/place/Ashirwad+Urology+and+Laparoscopy+hospital/data=!4m5!3m4!1s0x3bbfb3c1579ebe27:0xae8062ac3553ca47!8m2!3d15.2706106!4d73.964545?authuser=0&hl=en&rclk=1,15.2706106,73.964545,,,,,,,
Dr Kulkarni Eye Clinic And Hospital,Hospital,"Sapna Plaza, A D Costa Road, Behind Grace Hospital, Margao, Margao, Goa, 403601, India",https://www.google.co.kr/maps/place/Dr+Kulkarni+Eye+Clinic+And+Hospital/data=!4m5!3m4!1s0x3bbfb3e9c143a8a7:0xc4dff0750f677145!8m2!3d15.2744364!4d73.9605629?authuser=0&hl=en&rclk=1,15.2744364,73.9605629,,,,,,,
Mapusa Clinic and Research centre,Hospital,"191, Duler Ground Rd, Dangui Colony, Mapusa, Goa 403507, India",https://www.google.co.kr/maps/place/Mapusa+Clinic+and+Research+centre/data=!4m5!3m4!1s0x3bbfeae3d4e9adab:0xb0b0e3ee2acd8b88!8m2!3d15.5915857!4d73.8122564?authuser=0&hl=en&rclk=1,15.5915857,73.8122564,,,,,,,
Vaidya Hospital,Hospital,"Vaidhya Hospital Building., Caetano de Albuquerque Rd, Near Municipal Market, Panaji, Goa 403001, India",https://www.google.co.kr/maps/place/Vaidya+Hospital/data=!4m5!3m4!1s0x3bbfc125f68bad67:0x6a2f327ede5c2141!8m2!3d15.4981102!4d73.8224516?authuser=0&hl=en&rclk=1,15.4981102,73.8224516,,,,,,,
Savaikar Hospital & Laparoscopy Centre,Hospital,"Durgabhat, Ponda, Goa 403401, India",https://www.google.co.kr/maps/place/Savaikar+Hospital+%26+Laparoscopy+Centre/data=!4m5!3m4!1s0x3bbfbab93666f649:0xd89febc869296b37!8m2!3d15.400728!4d74.012829?authuser=0&hl=en&rclk=1,15.400728,74.012829,,,,,,,
Verna Hospital,Hospital,"8WXM+8PX, Verna, Goa 403722, India",https://www.google.co.kr/maps/place/Verna+Hospital/data=!4m5!3m4!1s0x3bbfb7349924533f:0xfb36cb5837afa653!8m2!3d15.3483643!4d73.9343748?authuser=0&hl=en&rclk=1,15.3483643,73.9343748,,,,,,,
Usgaonker Children Hospital And NICU,Children's hospital,"Ponda - Margaon Rd, Sadar, opposite Axis Bank, Ponda, Goa 403401, India",https://www.google.co.kr/maps/place/Usgaonker+Children+Hospital+And+NICU/data=!4m5!3m4!1s0x3bbfbaed0582e75b:0xb31095319f5af2a3!8m2!3d15.406!4d73.9970001?authuser=0&hl=en&rclk=1,15.406,73.9970001,,,,,,,
Janata Maternity Hospital,Hospital,"Opposite Fomento Duler, Mapusa, Bardez, Bardez, Goa, 403507, India",https://www.google.co.kr/maps/place/Janata+Maternity+Hospital/data=!4m5!3m4!1s0x3bbfeca855555555:0xd94a8466a26d35e!8m2!3d15.6444128!4d73.8330844?authuser=0&hl=en&rclk=1,15.6444128,73.8330844,,,,,,,
IVF Angels Goa,Hospital,"Near St. Brittos High School, Dangui Colony, Mapusa, Goa 403507 Near St. Brittos High School, Mapusa, Goa 403507, India",https://www.google.co.kr/maps/place/IVF+Angels+Goa/data=!4m5!3m4!1s0x3bbfebbdf27a57d7:0x1a4d797715d88ec3!8m2!3d15.5931444!4d73.8120957?authuser=0&hl=en&rclk=1,15.5931444,73.8120957,,,,,,,
Central Hospital,Hospital,"C38M+W4W, Tisk Usgao, Tisca, Goa 403406, India",https://www.google.co.kr/maps/place/Central+Hospital/data=!4m5!3m4!1s0x3bbfa5a69e176745:0x7cd63f06ee9001db!8m2!3d15.4173571!4d74.0828363?authuser=0&hl=en&rclk=1,15.4173571,74.0828363,,,,,,,
Community Health Center,Hospital,"X2VX+63R, Palolem, Cancona, Goa 403702, India",https://www.google.co.kr/maps/place/Community+Health+Center/data=!4m5!3m4!1s0x3bbe5ba6cadc9bf9:0xb09142c50d48b40d!8m2!3d14.9931145!4d74.0476377?authuser=0&hl=en&rclk=1,14.9931145,74.0476377,,,,,,,
NAMC GOA,Medical Center,"CR39+CG6, Vaddem, Vasco da Gama, Goa 403802, India",https://www.google.co.kr/maps/place/NAMC+GOA/data=!4m5!3m4!1s0x3bbfc79873899c33:0x8437945476e12586!8m2!3d15.4035335!4d73.8187587?authuser=0&hl=en&rclk=1,15.4035335,73.8187587,,,,,,,
Community Health Center,Hospital,"Kakoda, Vodlemol Cacora, Goa 403706, India",https://www.google.co.kr/maps/place/Community+Health+Center/data=!4m5!3m4!1s0x3bbfac62f948df21:0xd06070b9e4a5bcda!8m2!3d15.2553016!4d74.1096077?authuser=0&hl=en&rclk=1,15.2553016,74.1096077,,,,,,,
Sub Health Centre,Hospital,"sao mathias malar, Goa, India",https://www.google.co.kr/maps/place/Sub+Health+Centre/data=!4m5!3m4!1s0x3bbfbe6a0c9d5297:0x8653e6ae29b90a45!8m2!3d15.5294464!4d73.9128375?authuser=0&hl=en&rclk=1,15.5294464,73.9128375,,,,,,,
Pereira medical and research mapusa L,Hospital,"8/3, Anjuna Mapusa Rd, Khorlim, Mapusa, Goa 403507, India",https://www.google.co.kr/maps/place/Pereira+medical+and+research+mapusa+L/data=!4m5!3m4!1s0x3bbfeafdc3d3ae9f:0x986dd72d8f048a78!8m2!3d15.5928213!4d73.8026393?authuser=0&hl=en&rclk=1,15.5928213,73.8026393,,,,,,,
Roque Memorial Hospital,Hospital,"9W3H+9G8, Verna, Goa 403722, India",https://www.google.co.kr/maps/place/Roque+Memorial+Hospital/data=!4m5!3m4!1s0x3bbfb7c309b53881:0xf8e8210af44732fd!8m2!3d15.353411!4d73.928814?authuser=0&hl=en&rclk=1,15.353411,73.928814,,,,,,,
Leprosy Hospital,Hospital,"Macazana, Salcete, Curtorim, Curtorim, Goa, 403709, India",https://www.google.co.kr/maps/place/Leprosy+Hospital/data=!4m5!3m4!1s0x3bbfb203aaaaaaab:0x5b79165e5c8d9795!8m2!3d15.289023!4d74.0211989?authuser=0&hl=en&rclk=1,15.289023,74.0211989,,,,,,,
Dr. Roque Ferreira's Memorial Hospital,Hospital,"8WXM+5QG, Verna, Goa 403722, India",https://www.google.co.kr/maps/place/Dr.+Roque+Ferreira's+Memorial+Hospital/data=!4m5!3m4!1s0x3bbfb79a79bba183:0x413702213e1e11e2!8m2!3d15.347932!4d73.9344404?authuser=0&hl=en&rclk=1,15.347932,73.9344404,,,,,,,
Dr. Ameet Naik?�s PLATICARE Hospital,Hospital,"Ponda - Margao Hwy, near I. D. hospital, Santa Cruz, Kurtarkar Nagari, Ponda, Goa 403401, India",https://www.google.co.kr/maps/place/Dr.+Ameet+Naik%E2%80%99s+PLATICARE+Hospital/data=!4m5!3m4!1s0x3bbfba98178ba11b:0x7da4f604bb65b142!8m2!3d15.3922139!4d74.0051877?authuser=0&hl=en&rclk=1,15.3922139,74.0051877,,,,,,,
Raikar Hospital,Private hospital,"Raikar Hospital HN 443/4,Deul wada, Marcel, Goa 403107, India",https://www.google.co.kr/maps/place/Raikar+Hospital/data=!4m5!3m4!1s0x3bbfbc4ad811e375:0x9dcecf6377e27027!8m2!3d15.5140662!4d73.9623761?authuser=0&hl=en&rclk=1,15.5140662,73.9623761,,,,,,,
Sri Damodar Hospital & Research Centre,Hospital,"9RX7+7R9, Vasco, Vaddem, Vasco da Gama, Goa 403802, India",https://www.google.co.kr/maps/place/Sri+Damodar+Hospital+%26+Research+Centre/data=!4m5!3m4!1s0x3bbfc7bc5a92a1ff:0xa9ba15a5ffe96cb9!8m2!3d15.39815!4d73.814618?authuser=0&hl=en&rclk=1,15.39815,73.814618,,,,,,,
Dr Shirsat Hospital,Hospital,"Near Muncipality, Mahadev Chawk, Ponda, Ponda, Goa, 403401, India",https://www.google.co.kr/maps/place/Dr+Shirsat+Hospital/data=!4m5!3m4!1s0x3bbfbab93667b5d1:0xde11224ac877b6d1!8m2!3d15.4007739!4d74.0128556?authuser=0&hl=en&rclk=1,15.4007739,74.0128556,,,,,,,
Super Speciality Block,Hospital,"Major District Road 3, St Cruz, Goa 403202, India",https://www.google.co.kr/maps/place/Super+Speciality+Block/data=!4m5!3m4!1s0x3bbfbf4ca1fc4105:0x1248e1841485eac6!8m2!3d15.4622055!4d73.8555345?authuser=0&hl=en&rclk=1,15.4622055,73.8555345,,,,,,,
Primary Health Center,Hospital,"Candolim, Goa 403515, India",https://www.google.co.kr/maps/place/Primary+Health+Center/data=!4m5!3m4!1s0x3bbfc196f9376489:0xd2debddbba2ab2c!8m2!3d15.5149028!4d73.7681176?authuser=0&hl=en&rclk=1,15.5149028,73.7681176,,,,,,,
"Primary Health Centre, Sanquelim",Government hospital,"Sanquelim, Goa, 403505, India","https://www.google.co.kr/maps/place/Primary+Health+Centre,+Sanquelim/data=!4m5!3m4!1s0x3bbfbd5856177d61:0x6878c86b1b7000cb!8m2!3d15.557194!4d74.0159816?authuser=0&hl=en&rclk=1",15.557194,74.0159816,,,,,,,
Kakodkar Hospital,Hospital,"Main Road, Near Aiasha, Ponda, Ponda, Goa, 403401, India",https://www.google.co.kr/maps/place/Kakodkar+Hospital/data=!4m5!3m4!1s0x3bbfbab93667b5d1:0x277cc058fa48939a!8m2!3d15.4007739!4d74.0128556?authuser=0&hl=en&rclk=1,15.4007739,74.0128556,,,,,,,
Childcare Hospital,Hospital,"HRX6+WGV, Alto Duler, Mapusa, Goa 403507, India",https://www.google.co.kr/maps/place/Childcare+Hospital/data=!4m5!3m4!1s0x3bbfeb1c0beb247d:0x7d7bb301f9a3b181!8m2!3d15.599871!4d73.8113036?authuser=0&hl=en&rclk=1,15.599871,73.8113036,,,,,,,
Nerul Hospital,Hospital,"Verem - Nerul, Nerul, Goa 403114, India",https://www.google.co.kr/maps/place/Nerul+Hospital/data=!4m5!3m4!1s0x3bbfc1af75495f93:0xf35dd050e5322558!8m2!3d15.5099842!4d73.7845337?authuser=0&hl=en&rclk=1,15.5099842,73.7845337,,,,,,,
Sushrusha Nursing Home,Hospital,"Sushrusha Nursing Home , Warkhan, near Shri Maruti Temple, Ponda, Goa 403401, India",https://www.google.co.kr/maps/place/Sushrusha+Nursing+Home/data=!4m5!3m4!1s0x3bbfbaeb29455555:0x6515371c3cbe943b!8m2!3d15.4049611!4d74.0043849?authuser=0&hl=en&rclk=1,15.4049611,74.0043849,,,,,,,
CTICU & Cardiac Operation Theatre,Hospital,"Ground Floor, Emergency & Casualty Block, Goa Medical College Campus, Bambolim, Goa 403108, India",https://www.google.co.kr/maps/place/CTICU+%26+Cardiac+Operation+Theatre/data=!4m5!3m4!1s0x3bbfbfa16baf3969:0xfe7f4e05e5c0d140!8m2!3d15.4629865!4d73.8584604?authuser=0&hl=en&rclk=1,15.4629865,73.8584604,,,,,,,
Mardolkar Hospital,Hospital,"Nagzarwada, Bicholim, Goa 403504, India",https://www.google.co.kr/maps/place/Mardolkar+Hospital/data=!4m5!3m4!1s0x3bbf966fd1a256b9:0x8fff8c99839e01!8m2!3d15.5910734!4d73.9479729?authuser=0&hl=en&rclk=1,15.5910734,73.9479729,,,,,,,
Parulekar Nursing Home,Hospital,"Patrong, Baina, Vasco da Gama, Goa 403802, India",https://www.google.co.kr/maps/place/Parulekar+Nursing+Home/data=!4m5!3m4!1s0x3bbfc7b8d02e471f:0x33bedab94940babc!8m2!3d15.3921789!4d73.8119164?authuser=0&hl=en&rclk=1,15.3921789,73.8119164,,,,,,,
Dr Dev's Children Hospital,Hospital,"Kaziwada, Ponda, Ponda, Goa 403401, India",https://www.google.co.kr/maps/place/Dr+Dev's+Children+Hospital/data=!4m5!3m4!1s0x3bbfbab93667b5d1:0x330b97c6728799af!8m2!3d15.4009198!4d74.0052416?authuser=0&hl=en&rclk=1,15.4009198,74.0052416,,,,,,,
Ponda IVF Clinic and Endoscopy Center,Hospital,"Kamat Nursing Home, Upper Bazaar, Ponda, Goa 403401, India",https://www.google.co.kr/maps/place/Ponda+IVF+Clinic+and+Endoscopy+Center/data=!4m5!3m4!1s0x3bbfbabe62a76d7f:0x40f440444880678c!8m2!3d15.4000936!4d74.0098359?authuser=0&hl=en&rclk=1,15.4000936,74.0098359,,,,,,,
Shri Dr Ulhas R Bhales Orthopadic Hospital,Hospital,"Dr Bhales Orthopaedic Hospital, Alto Porvorim, Bardez, Bardez, Goa, 403001, India",https://www.google.co.kr/maps/place/Shri+Dr+Ulhas+R+Bhales+Orthopadic+Hospital/data=!4m5!3m4!1s0x3bbfeca855555555:0x73cbcfdfa8a9f9d6!8m2!3d15.6444128!4d73.8330844?authuser=0&hl=en&rclk=1,15.6444128,73.8330844,,,,,,,
KURIAS EARTH AYURVEDA HOSPITAL,Hospital,"Unnamed Road, Porvorim, Sangolda, Goa 403501, India",https://www.google.co.kr/maps/place/KURIAS+EARTH+AYURVEDA+HOSPITAL/data=!4m5!3m4!1s0x3bbfc1f846a57505:0xb18ec4abd0d4bea5!8m2!3d15.5410208!4d73.8134811?authuser=0&hl=en&rclk=1,15.5410208,73.8134811,,,,,,,
Lions Domingos Felicio Fernandes Memorial Hospital,Hospital,"JQJG+M88, Oxel, Goa 403517, India",https://www.google.co.kr/maps/place/Lions+Domingos+Felicio+Fernandes+Memorial+Hospital/data=!4m5!3m4!1s0x3bbfeb8bf514cf9f:0xb4819b92da879356!8m2!3d15.6316607!4d73.7758394?authuser=0&hl=en&rclk=1,15.6316607,73.7758394,,,,,,,
Dental Clinic,Hospital,"Panaji - Farmagudi - Margao Hwy Bypass Rd, Bainguinim, Goa 403110, India",https://www.google.co.kr/maps/place/Dental+Clinic/data=!4m5!3m4!1s0x3bbfbec20522db19:0x37f0843031f10669!8m2!3d15.4872391!4d73.9059949?authuser=0&hl=en&rclk=1,15.4872391,73.9059949,,,,,,,
Dr. Nallam Health Care,Hospital,"HQM5+RVR, Anjuna, Goa 403519, India",https://www.google.co.kr/maps/place/Dr.+Nallam+Health+Care/data=!4m5!3m4!1s0x3bbfea31fe3f984d:0x9553e83a9a28c5e2!8m2!3d15.5846241!4d73.7596401?authuser=0&hl=en&rclk=1,15.5846241,73.7596401,,,,,,,
Dr Caeiro's General Hospital,Hospital,"Major District Road 21, Lamgaon, Bicholim, Goa 403504, India",https://www.google.co.kr/maps/place/Dr+Caeiro's+General+Hospital/data=!4m5!3m4!1s0x3bbf967176d2e8bb:0x87ad3799e04fa527!8m2!3d15.5882251!4d73.9444091?authuser=0&hl=en&rclk=1,15.5882251,73.9444091,,,,,,,
Dr Bhumika Clinic,Hospital,"99, Mapusa - Duler - Camurlim Rd, Cunchelim, Mapusa, Goa 403517, India",https://www.google.co.kr/maps/place/Dr+Bhumika+Clinic/data=!4m5!3m4!1s0x3bbfeb112af2e479:0x953bbf032264df3!8m2!3d15.6088055!4d73.8123508?authuser=0&hl=en&rclk=1,15.6088055,73.8123508,,,,,,,
Health Center,Government hospital,"MV93+543, Dhargalim VP, Goa 403513, India",https://www.google.co.kr/maps/place/Health+Center/data=!4m5!3m4!1s0x3bbf93cf05eb001b:0x70081aa78014923!8m2!3d15.6678886!4d73.852808?authuser=0&hl=en&rclk=1,15.6678886,73.852808,,,,,,,
Health Centre,Hospital,"Unnamed Road, Aldeia de Goa, Bambolim, Goa 403201, India",https://www.google.co.kr/maps/place/Health+Centre/data=!4m5!3m4!1s0x3bbfb9ee29fafe85:0xa60c9bbfb11b1214!8m2!3d15.45503!4d73.845272?authuser=0&hl=en&rclk=1,15.45503,73.845272,,,,,,,
Manipal Hospitals Information Centre,Health consultant,"A304 Pereira Plaza, Opposite Hospicio Hospital, Margoa, Goa 403601, India",https://www.google.co.kr/maps/place/Manipal+Hospitals+Information+Centre/data=!4m5!3m4!1s0x3bbfb3dd96d61527:0x5481c832fb623406!8m2!3d15.279819!4d73.960624?authuser=0&hl=en&rclk=1,15.279819,73.960624,,,,,,,
"Primary Health Centre, Shiroda",Hospital,"82GC+4J8, Karai, Shiroda, Goa 403103, India","https://www.google.co.kr/maps/place/Primary+Health+Centre,+Shiroda/data=!4m5!3m4!1s0x3bbfb1da79647dc3:0x5e5751965ca8dd31!8m2!3d15.3252842!4d74.021575?authuser=0&hl=en&rclk=1",15.3252842,74.021575,,,,,,,
Garde Clinic,Maternity hospital,"Unnamed Road, Orgao, Goa 403107, India",https://www.google.co.kr/maps/place/Garde+Clinic/data=!4m5!3m4!1s0x3bbfbd54d78ef6ff:0x24f41c5066841ea9!8m2!3d15.5151797!4d73.9608695?authuser=0&hl=en&rclk=1,15.5151797,73.9608695,,,,,,,
Private Hospital,Hospital,"CX6Q+WG7, Donshiwado, Bandoda, Goa 403401, India",https://www.google.co.kr/maps/place/Private+Hospital/data=!4m5!3m4!1s0x3bbfbaf72d5e6a29:0x4a865d87c516b9fe!8m2!3d15.4122945!4d73.988795?authuser=0&hl=en&rclk=1,15.4122945,73.988795,,,,,,,
Manipal Hospital Information Centre,Health consultant,"DU5, Upper Ground Floor, Suvidha Complex, Opposite Tilak Maidan, Vasco da Gama, Goa 403802, India",https://www.google.co.kr/maps/place/Manipal+Hospital+Information+Centre/data=!4m5!3m4!1s0x3bbfc7bcc7b937d5:0x4a2d44e9adf7cb1a!8m2!3d15.400712!4d73.814086?authuser=0&hl=en&rclk=1,15.400712,73.814086,,,,,,,
"Primary Health Centre, Quepem",Hospital,"MDR 40, Quepem, Goa 403705, India","https://www.google.co.kr/maps/place/Primary+Health+Centre,+Quepem/data=!4m5!3m4!1s0x3bbfacd7f611dc1f:0x30ccc9515e1e3ff8!8m2!3d15.216448!4d74.078064?authuser=0&hl=en&rclk=1",15.216448,74.078064,,,,,,,
Govenment Hospital I D,Hospital,"C38M+W4J, Tisk Usgao, Tisca, Goa 403406, India",https://www.google.co.kr/maps/place/Govenment+Hospital+I+D/data=!4m5!3m4!1s0x3bbfa5a69e6bcf99:0x935e3e7c90c6b2ce!8m2!3d15.4173496!4d74.0827726?authuser=0&hl=en&rclk=1,15.4173496,74.0827726,,,,,,,
ESI,Hospital,"9VMF+HJF, Zuarinagar, Sancoale, Goa 403726, India",https://www.google.co.kr/maps/place/ESI/data=!4m5!3m4!1s0x3bbfb83b2887de71:0xeda889ef83bf67e4!8m2!3d15.3839298!4d73.87406?authuser=0&hl=en&rclk=1,15.3839298,73.87406,,,,,,,
??бной гоа,Hospital,"191, Duler Ground Rd, Dangui Colony, Mapusa, Goa 403507, India",https://www.google.co.kr/maps/place/%D0%97%D1%83%D0%B1%D0%BD%D0%BE%D0%B9+%D0%B3%D0%BE%D0%B0/data=!4m5!3m4!1s0x3bbfeae1c17c2901:0x118188a16084080e!8m2!3d15.5935908!4d73.8141765?authuser=0&hl=en&rclk=1,15.5935908,73.8141765,,,,,,,
Primary Health Center,Hospital,"GRGM+HJ3, Alto Porvorim, Penha de França, Goa 403501, India",https://www.google.co.kr/maps/place/Primary+Health+Center/data=!4m5!3m4!1s0x3bbfc0731650a2e5:0x6ea825bbc98afc6!8m2!3d15.526394!4d73.834047?authuser=0&hl=en&rclk=1,15.526394,73.834047,,,,,,,
ESI,Hospital,"9RXG+PFG, New Vaddem, Mormugao, Goa 403802, India",https://www.google.co.kr/maps/place/ESI/data=!4m5!3m4!1s0x3bbfc7911c4094f7:0x5aa32b8ac6aae71c!8m2!3d15.399301!4d73.826215?authuser=0&hl=en&rclk=1,15.399301,73.826215,,,,,,,
Dr Subhash Shikre Clinic,Free clinic,"Panaji, Goa 403001, India",https://www.google.co.kr/maps/place/Dr+Subhash+Shikre+Clinic/data=!4m5!3m4!1s0x3bbfc1d7454f916d:0xbb4098997e8a6459!8m2!3d15.4905463!4d73.8325372?authuser=0&hl=en&rclk=1,15.4905463,73.8325372,,,,,,,
"Primary Health Centre, Shiroda",Government hospital,"82GC+4RV, Shiroda, Goa 403103, India","https://www.google.co.kr/maps/place/Primary+Health+Centre,+Shiroda/data=!4m5!3m4!1s0x3bbfb1da70392b73:0xa8baa340e37972f3!8m2!3d15.3253612!4d74.0220487?authuser=0&hl=en&rclk=1",15.3253612,74.0220487,,,,,,,
Veterinary hospital,Hospital,"225W+4QF, Chaudi, Canacona, Goa 403702, India",https://www.google.co.kr/maps/place/Veterinary+hospital/data=!4m5!3m4!1s0x3bbe5b0d46f1841b:0x5965ab58aaf800fb!8m2!3d15.0078069!4d74.0469255?authuser=0&hl=en&rclk=1,15.0078069,74.0469255,,,,,,,
Saligao Medical Centre,Hospital,"GQXM+9JP, Muddavaddi, Saligao, Goa 403511, India",https://www.google.co.kr/maps/place/Saligao+Medical+Centre/data=!4m5!3m4!1s0x3bbfc1df8c76153f:0x5142cc120d0c93da!8m2!3d15.5484503!4d73.7840863?authuser=0&hl=en&rclk=1,15.5484503,73.7840863,,,,,,,
ASG Eye Hospital,Hospital,"H. No.- 15/153/ A2, A3 & A4, Dr Jack de Sequeira Rd, above Audi Showroom, Caranzalem, Panaji, Goa 403002, India",https://www.google.co.kr/maps/place/ASG+Eye+Hospital/data=!4m5!3m4!1s0x3bbfc18eb9e8da21:0xa614340b72124073!8m2!3d15.466984!4d73.8065035?authuser=0&hl=en&rclk=1,15.466984,73.8065035,,,,,,,
AYUSH HOSPITAL NORTH GOA,Hospital equipment and supplies,"F3R4+J3V, Velguem, Goa 403506, India",https://www.google.co.kr/maps/place/AYUSH+HOSPITAL+NORTH+GOA/data=!4m5!3m4!1s0x3bbfa3fbac17dc47:0xe3b98ab55daba361!8m2!3d15.4916132!4d74.055157?authuser=0&hl=en&rclk=1,15.4916132,74.055157,,,,,,,
Primary Health Centre,Hospital,"Culsabhatt, Chandor, Goa 403714, India",https://www.google.co.kr/maps/place/Primary+Health+Centre/data=!4m5!3m4!1s0x3bbfad854adeac57:0x1123d260c59bb3c2!8m2!3d15.2580255!4d74.0416932?authuser=0&hl=en&rclk=1,15.2580255,74.0416932,,,,,,,
District Disability And Rehabilitation Centre,Hospital,"FV75+9PM, Bambolim, Goa 403108, India",https://www.google.co.kr/maps/place/District+Disability+And+Rehabilitation+Centre/data=!4m5!3m4!1s0x3bbfbf4c9c222cf1:0xddb2996a67d1c892!8m2!3d15.4634729!4d73.8592842?authuser=0&hl=en&rclk=1,15.4634729,73.8592842,,,,,,,
Veterinary Hospital,Hospital,"Honda, Pissurlem, Goa, India",https://www.google.co.kr/maps/place/Veterinary+Hospital/data=!4m5!3m4!1s0x3bbfa3b874a38939:0xde76b1f74d25b1c2!8m2!3d15.5451128!4d74.0551814?authuser=0&hl=en&rclk=1,15.5451128,74.0551814,,,,,,,
Dr. Madhav Sanzgiri | Best Urologist Near me in Goa,Urologist,"Dona Paula, Room no. 14 ,Ground floor, Manipal Hospitals, Dr E Borges Rd, Panaji, Goa 403004, India",https://www.google.co.kr/maps/place/Dr.+Madhav+Sanzgiri+%7C+Best+Urologist+Near+me+in+Goa/data=!4m5!3m4!1s0x3bbfc1e94df0a337:0x74a3d97d0e0dbfa2!8m2!3d15.4599797!4d73.8134241?authuser=0&hl=en&rclk=1,15.4599797,73.8134241,,,,,,,
