Record Id,Company Owner ID,Sales Person,Rating,Company Name,Company Type,Territories,Shipping Street,Shipping City,Shipping Code,Billing Street,Billing City,Billing Code,Description,Custmer ID,Product,Tag,Created by ID,Modified by ID,Created Time,Modified Time,Last Activity Time,Shipping_State,Billing_State,Industry Fin
zcrm_1920545000000817660,zcrm_1920545000000097003,,Active,VS Fitness,,West 1,,,,,Mumbai,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2018-05-08 12:43:03,,Maharashtra,Fitness
zcrm_1920545000000817664,zcrm_1920545000000097003,,Active,Mr. Shubham Sir,,North,,,,,Meerut,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2021-07-23 17:52:24,,Uttar Pradesh,Others_Individual
zcrm_1920545000000817666,zcrm_1920545000000097003,,Active,BURGERS TO BEASTS,,West 1,,,,"Sagar Kunj, Unit No. 8, 78 Nepeansea Road, Mumbai 400006",Mumbai,400006,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2021-07-23 17:52:08,,Maharashtra,Clinic
zcrm_1920545000000817669,zcrm_1920545000000097003,,Active,Mr. Chinna,,South,,,,"No. 86, Sudarshan Building, Chamiers Road, Nandanam, Chennai- 600035 Tamil Nadu",Chennai,600035,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2021-07-23 17:52:03,,Tamil Nadu,Others_Individual
zcrm_1920545000000817670,zcrm_1920545000000097003,,Active,Springbay Bath Water Pvt. Ltd.,,West 2,,,,"Plot No.-189, Ram Gali No. 1, Panchwati Circle, Raja Park, Jaipur",Jaipur,302007,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2021-07-23 17:52:06,,Rajasthan,Others_Others Corporate
zcrm_1920545000000817672,zcrm_1920545000000097003,,Active,Sunshine Hospitals,,South,,,,"Penderghast Road, Opposite Parsi Dharamsala, Behind Paradise Hotel, Secunderabad",Hyderabad,500003,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2021-03-17 20:23:03,,Telangana,Hospital
zcrm_1920545000000817674,zcrm_1920545000000097003,,Active,Sukavan_Apple Fitness,,South,,,,"20, Kathriguppe Main Rd, 3rd Phase, Banashankari 3rd Stage, Banashankari",Bengaluru,560085,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2021-03-17 20:23:03,,Karnataka,Fitness
zcrm_1920545000000817676,zcrm_1920545000000097003,,Active,Evolve Fitness & Wellness_Pune,,West 1,,,,"NIBM Road , Kondhwa",Pune,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2021-07-23 17:52:18,,Maharashtra,Fitness
zcrm_1920545000000817680,zcrm_1920545000000097003,,Active,kanchan patwardhan,,West 1,,,,,Mumbai,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2021-07-23 17:52:08,,Maharashtra,Others_etc
zcrm_1920545000000817681,zcrm_1920545000000097003,,Active,LPS Bossard,,North,,,,,Rohtak,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2021-07-23 17:52:06,,Haryana,Others_etc
zcrm_1920545000000817683,zcrm_1920545000000097003,,Active,Premium Nutrition India Pvt. Ltd.,,North,,,,"SCO 95, 2nd Floor Huda Market, Sector 55",Gurugram,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:22,2018-05-08 12:43:03,2018-05-08 12:43:03,,Haryana,Private Enterprise
zcrm_1920545000000817688,zcrm_1920545000000097003,,Active,Xtreme Fitness,,South,,,,,Hubli,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:23,2018-05-08 12:43:03,2021-07-23 17:52:26,,Karnataka,Fitness
zcrm_1920545000000817689,zcrm_1920545000000097003,,Active,"Golds Gym, Panchkula",,North,,,,"Sector-16, Panchkula",Panchkula,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:23,2018-05-08 12:43:03,2021-07-23 17:52:24,,Punjab,Fitness
zcrm_1920545000000817690,zcrm_1920545000000097003,,Active,Ozone Club & Spa,,South,,,,"Banjara Hills Service Road, Panjagutta",Hyderabad,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-12 17:37:23,2018-05-08 12:43:03,2018-05-08 12:43:03,,Telangana,Hotel
zcrm_1920545000000871005,zcrm_1920545000000243011,,Active,Bel Fitness,Customer,South,,,,Bellendur,Bangalore,,,,InBody370S,,zcrm_1920545000000243011,zcrm_1920545000000097003,2017-04-15 19:59:34,2020-04-08 08:05:36,2021-07-23 17:52:24,,Karnataka,Fitness
zcrm_1920545000000873017,zcrm_1920545000000243011,,Active,Dr.Sankeerth,,South,,,,"HSR Layout, Near KFC Signal",Bangalore,,,,InBody370S,,zcrm_1920545000000243011,zcrm_1920545000000097003,2017-04-15 17:38:43,2018-05-08 12:43:03,2021-07-23 17:52:47,,Karnataka,Clinic
zcrm_1920545000000873037,zcrm_1920545000000243011,Karn Sharma,Active,Volt Energy Club LLP,,South,,,,"2986, 12th Main Road, HAL 2nd Stage, Indiranagar,",Bengaluru,560075,Client has asked to have a demonstration in his club and wants to understand the functionality and then only will make some decision.,,InBody270,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-04-16 19:05:39,2020-04-09 23:09:03,2021-07-23 17:52:03,,Karnataka,Fitness
zcrm_1920545000000877007,zcrm_1920545000000243011,Karn Sharma,Active,BEL FITNESS,,South,,,,Bellendur,Bangalore,,Customer has seen InBody230 at Goodlife fitness center and really liked the outputs. Explained customer each main technology of InBody device and customer will revert back for order by 24th Apr.,,InBody270,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-04-17 18:27:26,2020-04-09 23:09:03,2021-05-21 14:36:29,,Karnataka,Fitness
zcrm_1920545000000906001,zcrm_1920545000000097003,,Active,Ni3-Lahane DiTrition Pvt. Ltd.,,West 1,,,,,Latur,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-18 21:27:51,2020-04-08 08:05:36,2021-07-23 17:52:29,,Maharashtra,Others_Others Corporate
zcrm_1920545000000950007,zcrm_1920545000000097003,,Active,Sakar Diagnostics,,West 2,,,,"First Floor, Hare Krishna Complex, Opposite Sales India, Bopal Main Road, Bopal",Ahmedabad,380058,,,InBody270,,zcrm_1920545000000366012,zcrm_1920545000000097003,2017-04-21 15:28:18,2020-04-08 12:44:52,2021-07-23 17:52:42,,Gujarat,Clinic
zcrm_1920545000000950047,zcrm_1920545000000097003,,Active,Springbay,,West 2,,,,,Jaipur,,Follow up for installation date,,InBody270,,zcrm_1920545000000366012,zcrm_1920545000000097003,2017-04-21 15:47:35,2018-05-08 12:43:03,2021-07-23 17:52:49,,Rajasthan,Fitness
zcrm_1920545000000961011,zcrm_1920545000000097003,,Active,Bemefit,,East,,,,,kolkata,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-22 17:19:06,2018-05-08 12:43:03,2018-05-08 12:43:03,,west bengal,Fitness
zcrm_1920545000000962003,zcrm_1920545000000097003,,Active,Healthcals Neutral Tech,,South,,,,,Bangalore,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-22 16:10:26,2018-05-08 12:43:03,2021-07-23 17:52:13,,Karnataka,Private Enterprise
zcrm_1920545000000963005,zcrm_1920545000000097003,,Active,Olympia Fitness Pvt Ltd,,North,,,,"S-569 GK2 ND 48
Dwarka",New Delhi,110048,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-04-24 14:14:33,2018-05-08 12:43:03,2021-07-23 17:52:08,,Delhi,Fitness
zcrm_1920545000000974005,zcrm_1920545000000097003,,Active,Eros Hotel (Nehru Place),,North,,,,,New Delhi,,"Got this lead shared by Ken and got in touch with Mr. Umesh Khandelwal who is working in Eros Hotel, New Delhi. He is looking for a BCA machine for their Fitness Centre in the Hotel premises. Have requested for sharing the product details for InBody 270 & InBody 120 along with their pricing.",,InBody270,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-04-24 18:34:25,2020-04-08 12:44:52,2021-07-23 17:52:42,,National Capital Territory of Delhi,Hotel
zcrm_1920545000000974035,zcrm_1920545000000097003,,Active,Dream Health Zone,,West 2,,,,,Jaipur,,Got the lead from home page. Got in touch with Mr. Yogesh Saini and he is a Fitness trainer. He use to work in Golds Gym Jaipur and have used our device there. He is now moved to another Fitness centre named Dream Health Zone and is interested in getting InBody 270 at the centre. I have shared the product details along with the pricing with him and he will talk to his owner and get back to me.,,InBody270,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-04-24 18:53:05,2018-05-28 23:15:10,2021-07-23 17:52:47,,Rajasthan,Fitness
zcrm_1920545000000974067,zcrm_1920545000000097003,,Active,Bihar State Power Holding Company Ltd.,,East,,,,"1st Floor, Vidyut Bhawan, Bailey Road",Patna,800001,"Got this lead from Life Fitness Regional Manager Mr. Manas Nayak who introduced me to Mr. Santosh Jha from Bihar Power State Holding Company which is a public sector Company in Patna, Bihar. They require InBody 270 for their Fitness Centre and have requested to share the details of the product along with the pricing. The order is hereby finalized.",,InBody270,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-04-24 19:27:08,2018-05-28 23:15:10,2021-07-23 17:52:06,,Bihar,Others_Others Corporate
zcrm_1920545000000974091,zcrm_1920545000000097003,,Active,Golds Aurbindo Marg,,North,,,,,New Delhi,,"Got a call from Mr. Amit who is a fitness consultant for this upcoming Golds Gym at Aurbindo Marg, New Delhi. Had a meeting with Mr. Balwant Singh Namdhari who is the Director for this club. Gave him a demo for InBody 270 and he will be most likely finalising on the same at the end of May when the pre sales starts",,InBody270,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-04-24 20:00:40,2018-05-08 12:43:03,2021-07-23 17:52:16,,National Capital Territory of Delhi,Fitness
zcrm_1920545000000974119,zcrm_1920545000000097003,,Active,Personal Home Use (New Delhi),,North,,,,,New Delhi,,Mr. Gautham Gupta purchased InBody 230 for his personal use at his home Gym 3 years ago. Now he is willing to upgrade his device to InBody 370s and have requested for a buy back offer. I have shared the same with him and he will get back to me shortly,,InBody370S,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-04-24 21:16:00,2020-04-08 12:44:52,2021-07-23 17:52:42,,National Capital Territory of Delhi,Others_Individual
zcrm_1920545000000975009,zcrm_1920545000000097003,,Active,Anytime Fitness (Hyderabad Franchise),,South,,,,,Hyderabad,,Got this lead from Ken from home page inquiry. After talking to Mr. Dayakar got to know that this is a Anytime Fitness franchise which is coming up in Hyderabad. Mr. Dayakar has requested to share the product details along with pricing of Anytime Fitness.,,InBody270,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-04-24 23:58:12,2020-04-08 12:44:52,2021-07-23 17:52:42,,Telangana,Fitness
zcrm_1920545000000984005,zcrm_1920545000000243011,,Active,Fitsquad Enterprises,,South,,,,"Avighnaa Complex, No. 10D, Banaswadi Main Road, Next to New Beldwin International",Bangalore,,"Customer was Associated with Apple fitness and has used InBody 270 there in Apple Fitness and now opening new center with his one friend in Banaswadi Main Road, Bangalore . Explained about the Models of InBody 370s & InBody 570 in details and Customer will finalize the Model By 29th April and will place Order by 2nd of May with Advance.",,InBody570,,zcrm_1920545000000243011,zcrm_1920545000000097003,2017-04-25 14:41:47,2018-05-08 12:43:03,2021-07-23 17:52:13,,Karnataka,Fitness
zcrm_1920545000001007001,zcrm_1920545000000097003,Karn Sharma,Active,Sports Fit (Jaipur),,West 2,,,,"7th and 8th Floor, Ganesham Tower, Gopalpura Bypass,, Near Triveni Nagar Red Light, 22nd-25th, Gopal Nagar, Vistar Agrasen Nagar, Ashok Vihar Extension, Agrasen Nagar, Gopal Pura Mode",Jaipur,302018,This is an old lead of Sports Fit Gym from Jaipur. The franchise owner Mr. Munish Johar called today and is willing to finalise on InBody 270 within few days. He had requested to share the previous quotation which I send him in 2016 along with our Company's bank details. He will get back to us shortly.,,InBody270,,zcrm_1920545000000240001,zcrm_1920545000016756022,2017-04-27 16:36:43,2020-04-09 23:09:03,2021-07-23 17:52:44,,Rajasthan,Fitness
zcrm_1920545000001013002,zcrm_1920545000000097003,,Active,Jammu Hospital,,North,,,,"KAPURTHALA ROAD, NEAR SPORTS COLLEGE, JALANDHAR (PUNJAB)",Jalandhar,,"Got to meet Dr. Jammu at IFSO 2017. He is currently using InBody 120 from past 3 years and was facing some issues with the device due to obese patients doing the test. Meanwhile, we demonstrated him InBody 770 and he is keen in purchasing InBody 770 along with Stadiometer & Blood pressure monitor. Therefore, we need to provide him the best pricing along with a visit to his hospital in Jalandhar enabling us to finalise on the order. He will decided whether to go for it or not during the meeting.",,InBody770,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-04-28 22:57:16,2020-04-08 12:44:52,2021-07-23 17:52:11,,Punjab,Hospital
zcrm_1920545000001016033,zcrm_1920545000000097003,,Active,Hospitech,,West 1,,,,,Mumbai,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-05-02 20:49:45,2018-05-08 12:43:03,2018-05-08 12:43:03,,Maharashtra,Others_Others Corporate
zcrm_1920545000001031001,zcrm_1920545000000243011,Karn Sharma,Active,Sini Mangatt Aesthetics,,South,,,,,Cochin,,Mr.Renjith's No. Is not from India. I have shared the mail with him and Also Trying to connect him through Whats App,,InBody570,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-05-02 20:06:46,2020-04-09 23:08:47,2021-07-23 17:52:06,,Kerala,Others_Aesthetic
zcrm_1920545000001031027,zcrm_1920545000000243011,Karn Sharma,Active,Tharani Surgical,,West 2,,,,"Shop No. 4, Near Hamidia Hospital",Bhopal,,"Client is a dealer in Bhopal and associated with Hospital & Surgeons, as mentioned he wanted to donate one InBody 370s device at one of the hospital in Bhopal through one Company. So asked for dealer price.",,InBody370S,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-05-02 21:17:52,2020-04-09 23:08:47,2021-07-23 17:52:42,,Madhya Pradesh,Private Enterprise
zcrm_1920545000001072001,zcrm_1920545000000243011,Karn Sharma,Active,Indospectrum Pharmaceuticals.Pvt.Ltd.,,South,,,,"863, 14th Cross, 8th Main, Saraswathipuram",Mysure,,"Mr.Guru is dealing in Alopathy drugs and one of his Representative met in T2 city Chitradurga District, with a Surgeon (Name not told) and she asked them about BCA device and he made an enquiry about basic Model. I have mentioned him about InBody 570 for best use but After listening the price of IB 570 he said please share the price of IB 270 & IB 370s.",,InBody270,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-05-04 20:38:42,2020-04-09 23:08:47,2021-07-23 17:52:13,,Karnataka,Private Enterprise
zcrm_1920545000001074007,zcrm_1920545000000097003,,Active,Livestrong Health & Fitness Pvt.Ltd.,,North,,,,"25, Central Market, Gill Road, Ludhiyana",Ludhiana,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-05-04 21:27:26,2018-05-08 12:43:03,2021-07-23 17:52:06,,Punjab,Fitness
zcrm_1920545000001082017,zcrm_1920545000000511027,Anees Mukhtar,Active,Jarma Wellness LLP,,West 1,,,,"203, Peninsula Plaza, Fun Republic Lane, Next to Hard Rock Cafe, Andheri West, Mumbai, Maharashtra 400053",Mumbai,400053,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000016756022,2017-05-06 00:05:57,2020-04-09 21:24:33,2021-07-23 17:52:11,,Maharashtra,Hospital
zcrm_1920545000001097001,zcrm_1920545000000366006,,Active,Apple Fitness ( narhe pune ),,West 1,,,,,pune,,"today at I met Mr Santosh from apple fitness and he is really impressed about our product . so really wants to buy our product this month .
I have quoted him IB 270 @ 4.8 lakhs but he is telling to close it at 4 lakhs and also wants a payment option which I have denied that it wont be possible for us to give him payment option . another request he asked that that the half payment he wants to do it through credit card and rest he will give cheque .",,InBody270,,zcrm_1920545000000366006,zcrm_1920545000000097003,2017-05-06 03:06:00,2018-05-08 12:43:03,2021-07-23 17:52:47,,Maharashtra,Fitness
zcrm_1920545000001103017,zcrm_1920545000000243011,Karn Sharma,Active,Fitness Way Pvt.Ltd.,,North,,,,,Delhi,,Met Mr.Sandeep in Bangalore Exhibition and contacted him for requirements. Now Mr.Sandeep has contacted for his new requirement in Delhi for his friend's Gym on urgent basis. Asking for best price and wants to close ASAP,,InBody270,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-05-08 16:42:03,2020-04-09 23:08:47,2021-07-23 17:52:42,,National Capital Territory of Delhi,Fitness
zcrm_1920545000001125031,zcrm_1920545000000243011,Karn Sharma,Active,Live Fitt Club,,South,,,,,Mysore,,Mr. Anantha Bhushan asked me to share the details of InBody270 aand estimate so that he can speak to the partners and will finalize accordingly,,InBody270,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-05-09 15:16:47,2020-04-09 23:08:47,2021-07-23 17:52:42,,Karnataka,Fitness
zcrm_1920545000001127039,zcrm_1920545000000366006,,Active,Abs Fitness,,West 1,,,,,Pune,,"I had given him a demo and explained all the parameters regarding the machines and how our machines is much more effective than any other machine in the market ,
I have quoted him 4.7 Lakhs for InBody 270 .
he wants to compare the IB 270 result sheet with accunique . 
so after the comparison he found our machine much more superior than any other BCA device in the market .
So he is going to confirm the order by this month because he wants the product within this month for presales purposes.",,InBody270,,zcrm_1920545000000366006,zcrm_1920545000000097003,2017-05-09 14:55:04,2018-09-12 20:17:40,2021-07-23 17:52:47,,Maharashtra,Fitness
zcrm_1920545000001127113,zcrm_1920545000000366006,Anees Mukhtar,Active,avi gym,,West 1,,,,,Pune,,"I had a word with Mr. Vivek Arora and explained him the advantages of InBody in his gym and how its going earn more profit for their .
So he is going to talk with his family and will let us know regarding the Buying of the machine.
he need sometime to decide and will get in touch with me.",,InBody270,,zcrm_1920545000000366006,zcrm_1920545000016756022,2017-05-11 15:15:13,2020-04-09 21:24:33,2021-07-23 17:52:42,,Maharashtra,Fitness
zcrm_1920545000001127133,zcrm_1920545000000366006,,Active,Arkfit Fitness,,West 1,,,,,Pune,,"I had a meeting with Mr. Makarand and he is looking for a BCA device for his gym so for that he wants a final quotation of IB 270 & IB 120.
on 27 april 2017 i went to meet Mr Bunty Sir of Arkfit Arena but he is busy so for that reason he will meet next week.
I met Mr Bunty from arkfit arena and shared the quotation and also I have met some of the managers from same gym chain and convinced them to buy our device.
Right now Mr Bunty is little busy with his work , so once he completes he will get in touch with me .",,InBody270,,zcrm_1920545000000366006,zcrm_1920545000000097003,2017-05-11 15:16:31,2018-05-08 12:43:08,2021-05-21 14:36:29,,Maharashtra,Fitness
zcrm_1920545000001135005,zcrm_1920545000000097003,,Active,OM Physio Equipment,,West 2,,,,"No. 20- A, Chief Housing Society, Uttam Nagar, Maninagar",Ahmedabad,380008,,,InBody570,,zcrm_1920545000000172001,zcrm_1920545000000097003,2017-05-11 16:19:48,2018-05-08 12:43:08,2021-07-23 17:52:08,,Gujarat,Private Enterprise
zcrm_1920545000001142011,zcrm_1920545000000097003,,Active,Talwalkars (Nerul Franchise),,West 1,,,,,Mumbai,,"Got in touch with Mr. Vishwas Shinde who owns 8 centers of Talwalkars in Maharashtra region and is coming up with another centre in Nerul, Maharashtra. He is an existing InBody user and now is keen in purchasing InBody 770 for his upcoming centre. Had a meeting with him today and finalised the order.",,InBody770,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-05-11 18:45:50,2018-05-08 12:43:08,2021-07-23 17:52:47,,Maharashtra,Fitness
zcrm_1920545000001142033,zcrm_1920545000000097003,,Active,Jyotsna Prime Fitness,,West 1,,,,"Ground Floor,4/1 Byramji Town, Besides RBI Officer Colony",Nagpur,440013,,,InBody570,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-05-11 18:51:29,2020-04-08 08:05:36,2021-05-19 19:00:25,,Maharashtra,Fitness
zcrm_1920545000001169001,zcrm_1920545000000097003,,Active,Different Fitness Club,,West 1,,,,,Solapur,,"Got this lead by ken through Indian mart store. Got in touch with Mr. Pritam and he is coming up with a Gym in Solapur, Maharashtra. He is keen on purchasing a BCA machine and has requested to share the product details with him.",,InBody270,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-05-12 21:03:05,2020-04-08 12:44:52,2021-07-23 17:52:42,,Maharashtra,Fitness
zcrm_1920545000001190001,zcrm_1920545000000243011,Karn Sharma,Active,Parkmed Healthcare LLP,,South,,,,"Pritech Park, Behind Ecospace, Bellandur, Survey 51-64, Outer Ring Road,",Bangalore,560037,,,InBody570,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-05-15 14:05:33,2020-04-09 23:08:47,2021-07-22 17:52:07,,Karnataka,Hospital
zcrm_1920545000001191023,zcrm_1920545000000097003,Karn Sharma,Active,Acelife Fitness LLP,,East,,,,,Shillong,,Mr. Kunal Mordani is coming up with a Golds Gym franchise in Shillong and will be purchasing InBody 270 for his centre.,,InBody270,,zcrm_1920545000000240001,zcrm_1920545000016756022,2017-05-15 21:13:23,2020-04-09 23:08:47,2021-07-23 17:52:42,,Meghalaya,Fitness
zcrm_1920545000001193153,zcrm_1920545000000097003,,Active,Jyotsna Prime Fitness,,West 1,,,,,Nerul,,,,InBody770,,zcrm_1920545000000240001,zcrm_1920545000000097003,2017-05-17 16:33:25,2018-05-08 12:43:08,2018-05-08 12:43:08,,Maharashtra,Fitness
zcrm_1920545000001197011,zcrm_1920545000000243011,Karn Sharma,Active,We Transform,,South,"#212,2nd Floor,1st Main Road, Opposite Nandini Hotel",Bangalore,560032,"#212,2nd Floor,1st Main Road, Opposite Nandini Hotel",Bangalore,560032,"Mr.Jameel from Right Squad has taken over the marketing charge for Alta Fitness has asked again to give InBody270 after Dore Fitness.
will release order today.",,InBody270,,zcrm_1920545000000243011,zcrm_1920545000000097003,2017-05-17 19:28:27,2021-01-07 03:32:09,2021-06-02 14:29:11,Karnataka,KARNATAKA,Private Enterprise
zcrm_1920545000001198001,zcrm_1920545000003466001,Karn Sharma,Active,"The Principal, PTC Karimnagar",Customer,South,,Karimnagar,,,Karimnagar,,"Telangana Police academy is using InBody230 in their fitness assessment department for all trainee Officers and after followup found that the department is facing breakdown issue because of USB Host Damage in the device.
Proposed InBody570 as more High end device for their all officers assessments and for new trainees as well.",,InBody570,,zcrm_1920545000000097003,zcrm_1920545000016756022,2017-05-16 14:56:30,2020-04-09 23:08:47,2021-07-23 17:52:36,,Telangana,Public Association
zcrm_1920545000001221001,zcrm_1920545000000243011,Karn Sharma,Active,The Gymnasium,,South,,,,"Plot#117A, Government Hospital Road, Kondapur",Hyderabad,,"Mr.Krishna Is from fitness Industry and done research on some BIA devices and got referred for InBody and need estimates of IB570/ IB370s as IB770 is not in budget at all. 
He said he will update after discussing with team.",,InBody570,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-05-19 17:09:22,2020-04-09 23:08:47,2021-07-23 17:52:26,,Telangana,Fitness
zcrm_1920545000001233009,zcrm_1920545000000097003,,Active,Numora Fitness,,West 1,,,,Powai,Mumbai,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-05-22 13:14:45,2018-05-08 12:43:08,2018-05-08 12:43:08,,Maharashtra,Fitness
zcrm_1920545000001241007,zcrm_1920545000000366006,Ayan,Active,Principal CIAT,Customer,East,,,,"Principal CIAT, SALUA",Paschim Midnapore,736122,S.P just came back from NPA Academy after Training and saw InBody 230 there and wanted the BCA in his Unit in West Bengal also.,,InBody570,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-05-21 11:48:32,2020-10-14 21:55:24,2021-07-23 17:52:40,,West Bengal,Public Association
zcrm_1920545000001246005,zcrm_1920545000000097003,,Active,Vivak Fitness and Wellness Club,,West 1,,,,,Pune,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-05-23 13:17:35,2018-05-08 12:43:08,2018-05-08 12:43:08,,Maharashtra,Fitness
zcrm_1920545000001249005,zcrm_1920545000000097003,,Active,Pinaki Projects (Gethins Gym Franchise),,West 1,,,,"108 Origin, Kumbarwada, ST Road, Chembur",Mumbai,400071,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-05-23 20:40:19,2018-05-08 12:43:08,2021-07-23 17:52:11,,Maharashtra,Fitness
zcrm_1920545000001287006,zcrm_1920545000000097003,,Active,KG Fitness,,West 2,,,,"4th Floor, Near Kataria, Beside Iscon Mall, Piplod",Surat,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-05-27 16:10:27,2019-12-30 21:36:26,2021-07-23 17:52:06,,Gujarat,Fitness
zcrm_1920545000001305005,zcrm_1920545000000097003,Anees Mukhtar,Active,Thyrocare,,West 1,,,,,Navi Mumbai,,"Personal contact 
10/12

Sent email, Linkedin, WhatsApp,

23/12 
received revert via email.

26/12 
meeting at office in navi Mumbai
Interested in bulk order for InBody band-2 and IB 120.


In Jan there was follow up for the same. 

31/1
Still need time.
Might approach later in feb

6/2 Followed up on WhatsApp, no response.

28/2
follow up on mail and whatsapp",,InBody570,,zcrm_1920545000000097003,zcrm_1920545000016756022,2017-05-29 20:14:22,2020-04-09 21:24:33,2021-05-21 14:40:26,,Maharashtra,Hospital
zcrm_1920545000001311017,zcrm_1920545000000097003,,Active,Asian Hospital,,North,,,,Sector 9,Faridabad,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-05-31 15:15:08,2018-05-08 12:43:08,2021-07-23 17:52:08,,Haryana,Hospital
zcrm_1920545000001311025,zcrm_1920545000000243011,Karn Sharma,Active,Eye Sense Herbals Private Ltd,,East,,,,"216 Acharya J C Bose Road
Shree Ganesh Centre",Kolkata,700017,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000016756022,2017-05-31 15:41:11,2020-04-09 23:08:20,2021-03-17 20:23:03,,West Bengal,Private Enterprise
zcrm_1920545000001314035,zcrm_1920545000000097003,CS/Amazon/Other,Active,Guru Teg Bahadur Hospital,,North,"Tahirpur Rd, GTB Enclave, Dilshad Garden",Delhi,110095,"Tahirpur Rd, GTB Enclave, Dilshad Garden",Delhi,110095,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000008345001,2017-05-31 19:39:23,2021-01-28 14:37:23,2021-01-28 14:37:23,National Capital Territory of Delhi,Delhi,Hospital
zcrm_1920545000001321007,zcrm_1920545000000243011,Karn Sharma,Active,Fitsquad Enterprises,,South,,,,"Avighnaa Complex, No. 10D, Banaswadi Main Road, Next to New Belwin International School, Doda Banaswadi",Bangalore,560043,,,InBody570,,zcrm_1920545000000243011,zcrm_1920545000016756022,2017-06-01 13:57:21,2020-04-09 23:08:20,2021-05-21 14:36:29,,Karnataka,Fitness
zcrm_1920545000001322023,zcrm_1920545000000097003,,Active,Galaxy Fitness Pvt.Ltd.,,West 2,,,,"E145, Ramesh Marg, C Scheme",Jaipur,,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-06-01 14:31:45,2019-01-23 23:01:27,2021-07-23 17:52:24,,Rajasthan,Fitness
zcrm_1920545000001329037,zcrm_1920545000000097003,,Active,M D EARTH MOVERS,,East,,,,"Abotani colony, Opposite veteirinary hospital ,",Itanagar,791111,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2017-06-02 13:19:44,2018-05-28 23:15:10,2021-07-23 17:52:47,,Arunachal Pradesh,Fitness
