Translation Id,Language Code Id,Translated Value,Type
zcrm_1920545000037590045,zcrm_en_US,Srishti Jaiswal,1
zcrm_1920545000037590065,zcrm_en_US,Abhinanda Ghosh,1
zcrm_1920545000037590067,zcrm_en_US,Ankita,1
zcrm_1920545000037590069,zcrm_en_US,Neelabh Kashyap,1
zcrm_1920545000037590071,zcrm_en_US,Puneet Shukla,1
zcrm_1920545000037590073,zcrm_en_US,Srishti Jaiswal,1
zcrm_1920545000037590092,zcrm_en_US,Abhinanda Ghosh,1
zcrm_1920545000037590094,zcrm_en_US,Neelabh Kashyap,1
zcrm_1920545000037590096,zcrm_en_US,Puneet Shukla,1
zcrm_1920545000037590098,zcrm_en_US,Srishti Jaiswal,1
zcrm_1920545000037590116,zcrm_en_US,Abhinanda Ghosh,1
zcrm_1920545000037590118,zcrm_en_US,Neelabh Kashyap,1
zcrm_1920545000037590120,zcrm_en_US,Puneet Shukla,1
zcrm_1920545000037590122,zcrm_en_US,Srishti Jaiswal,1
zcrm_1920545000037645076,zcrm_en_US,Physiology,1
zcrm_1920545000037645078,zcrm_en_US,Research Centers and Medical collage,1
zcrm_1920545000037645084,zcrm_en_US,Physiology,1
zcrm_1920545000037645086,zcrm_en_US,Research Center and Medical Collage,1
zcrm_1920545000038236002,zcrm_en_US,Channel,2
zcrm_1920545000038236004,zcrm_en_US,Direct,1
zcrm_1920545000038236006,zcrm_en_US,Dealer,1
zcrm_1920545000038236008,zcrm_en_US,Reference,1
zcrm_1920545000038236010,zcrm_en_US,Other,1
zcrm_1920545000038475035,zcrm_en_US,Authority explanation,2
zcrm_1920545000038475042,zcrm_en_US,Budget explanation,2
zcrm_1920545000038475049,zcrm_en_US,Timeline explanation,2
zcrm_1920545000038475056,zcrm_en_US,Need explanation,2
zcrm_1920545000038650033,zcrm_en_US,Industry,2
zcrm_1920545000038650035,zcrm_en_US,Fitness,1
zcrm_1920545000038650037,zcrm_en_US,Medical,1
zcrm_1920545000038650039,zcrm_en_US,Government,1
zcrm_1920545000038650041,zcrm_en_US,Hospitality,1
zcrm_1920545000038650043,zcrm_en_US,Defence,1
zcrm_1920545000038650045,zcrm_en_US,Institution,1
zcrm_1920545000038650047,zcrm_en_US,Sports,1
zcrm_1920545000038650049,zcrm_en_US,Corporates,1
zcrm_1920545000038650066,zcrm_en_US,Sales Person,2
zcrm_1920545000038650068,zcrm_en_US,Aaruni Sinha,1
zcrm_1920545000038650070,zcrm_en_US,Anees Mukhtar,1
zcrm_1920545000038650072,zcrm_en_US,Ashwini Dixit,1
zcrm_1920545000038650074,zcrm_en_US,Ayan,1
zcrm_1920545000038650076,zcrm_en_US,Neelabh  Kashyap,1
zcrm_1920545000038650078,zcrm_en_US,Mrunal Sardar,1
zcrm_1920545000038650080,zcrm_en_US,Ankita,1
zcrm_1920545000038650082,zcrm_en_US,Prasad Gosavi,1
zcrm_1920545000038650084,zcrm_en_US,Karn Sharma,1
zcrm_1920545000038650086,zcrm_en_US,Taukheer Ahmed,1
zcrm_1920545000038650088,zcrm_en_US,Nihal Pawar,1
zcrm_1920545000038650090,zcrm_en_US,Mahesh Gulwani,1
zcrm_1920545000038650092,zcrm_en_US,Shubham Tonk,1
zcrm_1920545000038650094,zcrm_en_US,Srishti Jaiswal,1
zcrm_1920545000038650096,zcrm_en_US,Abhinanda Ghosh,1
zcrm_1920545000038650098,zcrm_en_US,Puneet Shukla,1
zcrm_1920545000038650100,zcrm_en_US,Kenneth Cha,1
zcrm_1920545000038650126,zcrm_en_US,Dealer/ Reference,2
zcrm_1920545000038650128,zcrm_en_US,Reference,1
zcrm_1920545000038650130,zcrm_en_US,Dealer,1
zcrm_1920545000038650174,zcrm_en_US,Description,2
zcrm_1920545000038650183,zcrm_en_US,Employee,1
zcrm_1920545000038883070,zcrm_en_US,Nasir,1
